subject,datestamp,timestamp,version,role,opType,opChoice,choice,payoffSubj1,payoffSubj2,payoffOpp1,payoffOpp2,rt,score,globalRound,matchRound,id
A6HR4PTSCMZ4L_lit3,4/18/15,22:32:16,lit5,0,1,0,0,-2,0,0,0,498,19,42,4,5554
A6HR4PTSCMZ4L_lit3,4/18/15,22:32:22,lit5,0,1,0,0,-2,0,0,0,490,17,43,5,5555
A6HR4PTSCMZ4L_lit3,4/18/15,22:32:27,lit5,0,1,0,0,-2,0,0,0,505,15,44,6,5556
AAXYYH9MI3PJM_lit3,4/18/15,21:08:13,lit5,1,1,1,0,-2,0,2,0,3518,98,1,1,2490
AAXYYH9MI3PJM_lit3,4/18/15,21:08:21,lit5,1,1,1,1,-2,-1,2,-5,1848,95,2,2,2494
AAXYYH9MI3PJM_lit3,4/18/15,21:08:28,lit5,1,1,0,1,0,-1,0,-5,1458,94,3,3,2498
AAXYYH9MI3PJM_lit3,4/18/15,21:08:35,lit5,1,1,0,0,0,0,0,0,1569,94,4,4,2503
AAXYYH9MI3PJM_lit3,4/18/15,21:08:42,lit5,1,1,0,0,0,0,0,0,1422,94,5,5,2509
AAXYYH9MI3PJM_lit3,4/18/15,21:08:52,lit5,0,0,1,1,2,-5,-2,-1,2300,91,6,1,2516
AAXYYH9MI3PJM_lit3,4/18/15,21:08:59,lit5,0,0,0,0,2,0,0,0,1128,93,7,2,2525
AAXYYH9MI3PJM_lit3,4/18/15,21:09:05,lit5,0,0,0,0,2,0,0,0,1200,95,8,3,2532
AAXYYH9MI3PJM_lit3,4/18/15,21:09:13,lit5,0,0,0,0,2,0,0,0,1713,97,9,4,2541
AAXYYH9MI3PJM_lit3,4/18/15,21:09:19,lit5,0,0,0,0,2,0,0,0,1218,99,10,5,2549
AAXYYH9MI3PJM_lit3,4/18/15,21:09:26,lit5,0,0,0,0,2,0,0,0,1788,101,11,6,2558
AAXYYH9MI3PJM_lit3,4/18/15,21:09:34,lit5,0,0,0,0,2,0,0,0,2005,103,12,7,2565
AAXYYH9MI3PJM_lit3,4/18/15,21:09:44,lit5,1,1,1,1,-2,-1,2,-5,850,100,13,1,2576
AAXYYH9MI3PJM_lit3,4/18/15,21:09:53,lit5,1,1,0,0,0,0,0,0,1278,100,14,2,2586
AAXYYH9MI3PJM_lit3,4/18/15,21:10:00,lit5,1,1,0,0,0,0,0,0,1118,100,15,3,2595
AAXYYH9MI3PJM_lit3,4/18/15,21:10:05,lit5,1,1,0,0,0,0,0,0,801,100,16,4,2605
AAXYYH9MI3PJM_lit3,4/18/15,21:10:12,lit5,0,1,0,0,0,0,0,0,1838,100,17,1,2621
AAXYYH9MI3PJM_lit3,4/18/15,21:10:17,lit5,0,1,0,0,0,0,0,0,689,100,18,2,2633
AAXYYH9MI3PJM_lit3,4/18/15,21:10:23,lit5,0,1,0,0,0,0,0,0,850,100,19,3,2644
AAXYYH9MI3PJM_lit3,4/18/15,21:10:30,lit5,0,1,0,0,0,0,0,0,764,100,20,4,2653
AAXYYH9MI3PJM_lit3,4/18/15,21:10:37,lit5,0,1,0,0,0,0,0,0,950,100,21,5,2667
AAXYYH9MI3PJM_lit3,4/18/15,21:10:42,lit5,0,1,0,0,0,0,0,0,861,100,22,6,2678
AAXYYH9MI3PJM_lit3,4/18/15,21:10:48,lit5,0,1,0,0,0,0,0,0,666,100,23,7,2692
AAXYYH9MI3PJM_lit3,4/18/15,21:10:59,lit5,1,0,1,1,-2,-1,2,-5,971,97,24,1,2715
AAXYYH9MI3PJM_lit3,4/18/15,21:11:06,lit5,1,0,1,1,-2,-1,2,-5,740,94,25,2,2733
AAXYYH9MI3PJM_lit3,4/18/15,21:11:11,lit5,1,0,1,1,-2,-1,2,-5,801,91,26,3,2749
AAXYYH9MI3PJM_lit3,4/18/15,21:11:18,lit5,1,0,1,1,-2,-1,2,-5,655,88,27,4,2773
AAXYYH9MI3PJM_lit3,4/18/15,21:11:24,lit5,1,0,1,1,-2,-1,2,-5,970,85,28,5,2792
AAXYYH9MI3PJM_lit3,4/18/15,21:11:31,lit5,1,0,1,1,-2,-1,2,-5,837,82,29,6,2820
AAXYYH9MI3PJM_lit3,4/18/15,21:11:38,lit5,1,0,1,1,-2,-1,2,-5,739,79,30,7,2846
AAXYYH9MI3PJM_lit3,4/18/15,21:11:43,lit5,1,0,1,1,-2,-1,2,-5,669,76,31,8,2866
AAXYYH9MI3PJM_lit3,4/18/15,21:11:55,lit5,1,0,1,1,-2,-1,2,-5,1983,73,32,1,2907
AAXYYH9MI3PJM_lit3,4/18/15,21:12:01,lit5,1,0,1,1,-2,-1,2,-5,569,70,33,2,2930
AAXYYH9MI3PJM_lit3,4/18/15,21:12:06,lit5,1,0,1,1,-2,-1,2,-5,437,67,34,3,2955
AAXYYH9MI3PJM_lit3,4/18/15,21:12:12,lit5,1,0,1,1,-2,-1,2,-5,717,64,35,4,2976
AAXYYH9MI3PJM_lit3,4/18/15,21:12:17,lit5,1,0,1,1,-2,-1,2,-5,473,61,36,5,3005
AAXYYH9MI3PJM_lit3,4/18/15,21:12:23,lit5,1,0,1,1,-2,-1,2,-5,545,58,37,6,3028
AAXYYH9MI3PJM_lit3,4/18/15,21:12:31,lit5,0,1,0,0,-2,0,0,0,2432,56,38,1,3066
AAXYYH9MI3PJM_lit3,4/18/15,21:12:37,lit5,0,1,0,0,-2,0,0,0,777,54,39,2,3092
AAXYYH9MI3PJM_lit3,4/18/15,21:12:42,lit5,0,1,0,0,-2,0,0,0,663,52,40,3,3121
AAXYYH9MI3PJM_lit3,4/18/15,21:12:48,lit5,0,1,0,0,-2,0,0,0,737,50,41,4,3147
AAXYYH9MI3PJM_lit3,4/18/15,21:12:55,lit5,0,1,0,0,-2,0,0,0,1338,48,42,5,3178
AAXYYH9MI3PJM_lit3,4/18/15,21:13:05,lit5,0,0,0,0,-2,0,0,0,2727,46,43,1,3227
AAXYYH9MI3PJM_lit3,4/18/15,21:13:11,lit5,0,0,0,0,-2,0,0,0,859,44,44,2,3259
AAXYYH9MI3PJM_lit3,4/18/15,21:13:18,lit5,0,0,0,0,-2,0,0,0,1325,42,45,3,3292
AAXYYH9MI3PJM_lit3,4/18/15,21:13:24,lit5,0,0,0,0,-2,0,0,0,788,40,46,4,3317
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:12,lit5,1,0,1,1,-2,-1,2,-5,9100,97,1,1,2980
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:24,lit5,1,0,1,0,-2,0,2,0,3981,95,2,2,3033
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:32,lit5,1,0,1,1,-2,-1,2,-5,3031,92,3,3,3074
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:38,lit5,1,0,1,0,-2,0,2,0,904,90,4,4,3100
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:44,lit5,1,0,1,0,-2,0,2,0,734,88,5,5,3128
AD0W2H9QZ9S2W_lit3,4/18/15,21:12:50,lit5,1,0,1,0,-2,0,2,0,404,86,6,6,3158
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:03,lit5,1,0,1,1,-2,-1,2,-5,4539,83,7,1,3211
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:08,lit5,1,0,1,1,-2,-1,2,-5,160,80,8,2,3243
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:13,lit5,1,0,1,1,-2,-1,2,-5,820,77,9,3,3273
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:19,lit5,1,0,1,1,-2,-1,2,-5,430,74,10,4,3295
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:24,lit5,1,0,1,1,-2,-1,2,-5,163,71,11,5,3321
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:29,lit5,1,0,1,1,-2,-1,2,-5,162,68,12,6,3346
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:38,lit5,0,0,1,1,2,-5,-2,-1,3410,65,13,1,3387
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:45,lit5,0,0,1,1,2,-5,-2,-1,270,62,14,2,3421
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:50,lit5,0,0,1,1,2,-5,-2,-1,183,59,15,3,3446
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:54,lit5,0,0,1,1,2,-5,-2,-1,183,56,16,4,3469
AD0W2H9QZ9S2W_lit3,4/18/15,21:13:59,lit5,0,0,1,1,2,-5,-2,-1,171,53,17,5,3488
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:10,lit5,0,0,1,1,2,-5,-2,-1,1852,50,18,1,3537
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:15,lit5,0,0,1,1,2,-5,-2,-1,182,47,19,2,3562
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:21,lit5,0,0,0,0,2,0,0,0,2091,49,20,3,3598
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:30,lit5,0,0,1,1,2,-5,-2,-1,2526,46,21,4,3635
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:36,lit5,0,0,1,1,2,-5,-2,-1,706,43,22,5,3661
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:41,lit5,0,0,1,1,2,-5,-2,-1,633,40,23,6,3683
AD0W2H9QZ9S2W_lit3,4/18/15,21:14:46,lit5,0,0,1,1,2,-5,-2,-1,560,37,24,7,3701
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:01,lit5,0,0,1,1,2,-5,-2,-1,342,34,25,8,3768
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:12,lit5,1,1,1,1,-2,-1,2,-5,893,31,26,1,3816
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:19,lit5,1,1,0,0,0,0,0,0,1257,31,27,2,3845
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:24,lit5,1,1,0,0,0,0,0,0,161,31,28,3,3870
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:29,lit5,1,1,0,0,0,0,0,0,236,31,29,4,3886
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:35,lit5,1,1,0,0,0,0,0,0,635,31,30,5,3910
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:42,lit5,0,1,1,1,2,-5,-2,-1,1584,28,31,1,3932
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:48,lit5,0,1,0,1,2,0,-2,0,640,30,32,2,3957
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:53,lit5,0,1,0,1,2,0,-2,0,169,32,33,3,3976
AD0W2H9QZ9S2W_lit3,4/18/15,21:15:58,lit5,0,1,0,1,2,0,-2,0,790,34,34,4,4001
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:04,lit5,0,1,0,1,2,0,-2,0,595,36,35,5,4023
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:17,lit5,1,1,1,0,-2,0,2,0,4637,34,36,1,4072
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:23,lit5,1,1,1,0,-2,0,2,0,909,32,37,2,4091
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:29,lit5,1,1,1,1,-2,-1,2,-5,795,29,38,3,4115
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:34,lit5,1,1,0,1,0,-1,0,-5,174,28,39,4,4128
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:39,lit5,1,1,0,1,0,-1,0,-5,212,27,40,5,4146
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:44,lit5,1,1,0,1,0,-1,0,-5,588,26,41,6,4162
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:50,lit5,1,1,0,0,0,0,0,0,271,26,42,7,4179
AD0W2H9QZ9S2W_lit3,4/18/15,21:16:55,lit5,1,1,0,0,0,0,0,0,394,26,43,8,4192
AD0W2H9QZ9S2W_lit3,4/18/15,21:17:03,lit5,0,1,1,1,2,-5,-2,-1,1589,23,44,1,4213
AD0W2H9QZ9S2W_lit3,4/18/15,21:17:07,lit5,0,1,0,1,2,0,-2,0,197,25,45,2,4233
AD0W2H9QZ9S2W_lit3,4/18/15,21:17:12,lit5,0,1,0,1,2,0,-2,0,195,27,46,3,4247
AF9OA6LYG27BX_lit3,4/18/15,21:08:27,lit5,0,1,1,1,2,-5,-2,-1,5686,97,1,1,2497
AF9OA6LYG27BX_lit3,4/18/15,21:08:37,lit5,0,1,0,1,2,0,-2,0,1961,99,2,2,2505
AF9OA6LYG27BX_lit3,4/18/15,21:08:46,lit5,0,1,0,1,2,0,-2,0,1514,101,3,3,2512
AF9OA6LYG27BX_lit3,4/18/15,21:08:53,lit5,0,1,0,1,2,0,-2,0,1966,103,4,4,2518
AF9OA6LYG27BX_lit3,4/18/15,21:08:59,lit5,0,1,0,1,2,0,-2,0,1106,105,5,5,2527
AF9OA6LYG27BX_lit3,4/18/15,21:09:06,lit5,0,1,0,1,2,0,-2,0,895,107,6,6,2533
AF9OA6LYG27BX_lit3,4/18/15,21:10:04,lit5,0,1,1,1,2,-5,-2,-1,1881,104,7,1,2603
AF9OA6LYG27BX_lit3,4/18/15,21:10:10,lit5,0,1,0,1,2,0,-2,0,1002,106,8,2,2618
AF9OA6LYG27BX_lit3,4/18/15,21:10:15,lit5,0,1,0,1,2,0,-2,0,1116,108,9,3,2630
AF9OA6LYG27BX_lit3,4/18/15,21:10:22,lit5,0,1,0,1,2,0,-2,0,976,110,10,4,2639
AF9OA6LYG27BX_lit3,4/18/15,21:10:32,lit5,0,1,0,1,2,0,-2,0,1075,112,11,5,2659
AF9OA6LYG27BX_lit3,4/18/15,21:10:38,lit5,0,1,0,1,2,0,-2,0,845,114,12,6,2672
AF9OA6LYG27BX_lit3,4/18/15,21:10:45,lit5,0,1,0,1,2,0,-2,0,731,116,13,7,2687
AF9OA6LYG27BX_lit3,4/18/15,21:10:54,lit5,0,0,1,1,2,-5,-2,-1,1190,113,14,1,2699
AF9OA6LYG27BX_lit3,4/18/15,21:10:59,lit5,0,0,1,1,2,-5,-2,-1,669,110,15,2,2712
AF9OA6LYG27BX_lit3,4/18/15,21:11:05,lit5,0,0,1,1,2,-5,-2,-1,912,107,16,3,2729
AF9OA6LYG27BX_lit3,4/18/15,21:11:17,lit5,1,0,1,0,-2,0,2,0,1751,105,17,1,2772
AF9OA6LYG27BX_lit3,4/18/15,21:11:24,lit5,1,0,1,0,-2,0,2,0,1214,103,18,2,2793
AF9OA6LYG27BX_lit3,4/18/15,21:11:31,lit5,1,0,1,0,-2,0,2,0,1339,101,19,3,2821
AF9OA6LYG27BX_lit3,4/18/15,21:11:37,lit5,1,0,1,0,-2,0,2,0,934,99,20,4,2841
AF9OA6LYG27BX_lit3,4/18/15,21:11:47,lit5,1,1,1,0,-2,0,2,0,976,97,21,1,2882
AF9OA6LYG27BX_lit3,4/18/15,21:11:57,lit5,1,1,1,0,-2,0,2,0,4476,95,22,2,2916
AF9OA6LYG27BX_lit3,4/18/15,21:12:03,lit5,1,1,1,0,-2,0,2,0,1182,93,23,3,2942
AF9OA6LYG27BX_lit3,4/18/15,21:12:09,lit5,1,1,1,0,-2,0,2,0,871,91,24,4,2968
AF9OA6LYG27BX_lit3,4/18/15,21:12:16,lit5,1,1,1,0,-2,0,2,0,969,89,25,5,2998
AF9OA6LYG27BX_lit3,4/18/15,21:12:21,lit5,1,1,1,0,-2,0,2,0,664,87,26,6,3023
AF9OA6LYG27BX_lit3,4/18/15,21:12:27,lit5,1,1,1,0,-2,0,2,0,916,85,27,7,3051
AF9OA6LYG27BX_lit3,4/18/15,21:12:35,lit5,0,0,1,1,2,-5,-2,-1,1568,82,28,1,3083
AF9OA6LYG27BX_lit3,4/18/15,21:12:41,lit5,0,0,1,1,2,-5,-2,-1,857,79,29,2,3113
AF9OA6LYG27BX_lit3,4/18/15,21:12:48,lit5,0,0,1,1,2,-5,-2,-1,1134,76,30,3,3146
AF9OA6LYG27BX_lit3,4/18/15,21:12:53,lit5,0,0,1,1,2,-5,-2,-1,527,73,31,4,3174
AF9OA6LYG27BX_lit3,4/18/15,21:13:00,lit5,0,0,1,1,2,-5,-2,-1,713,70,32,5,3204
AF9OA6LYG27BX_lit3,4/18/15,21:13:06,lit5,0,0,1,1,2,-5,-2,-1,618,67,33,6,3236
AF9OA6LYG27BX_lit3,4/18/15,21:13:14,lit5,0,0,1,1,2,-5,-2,-1,611,64,34,7,3274
AF9OA6LYG27BX_lit3,4/18/15,21:13:24,lit5,1,0,1,1,-2,-1,2,-5,850,61,35,1,3322
AF9OA6LYG27BX_lit3,4/18/15,21:13:30,lit5,1,0,1,1,-2,-1,2,-5,925,58,36,2,3353
AF9OA6LYG27BX_lit3,4/18/15,21:13:36,lit5,1,0,1,1,-2,-1,2,-5,789,55,37,3,3378
AF9OA6LYG27BX_lit3,4/18/15,21:13:42,lit5,1,0,1,1,-2,-1,2,-5,1124,52,38,4,3406
AF9OA6LYG27BX_lit3,4/18/15,21:13:49,lit5,1,0,1,0,-2,0,2,0,2036,50,39,5,3442
AF9OA6LYG27BX_lit3,4/18/15,21:13:58,lit5,1,1,1,0,-2,0,2,0,761,48,40,1,3485
AF9OA6LYG27BX_lit3,4/18/15,21:14:04,lit5,1,1,1,0,-2,0,2,0,721,46,41,2,3510
AF9OA6LYG27BX_lit3,4/18/15,21:14:09,lit5,1,1,1,0,-2,0,2,0,703,44,42,3,3534
AF9OA6LYG27BX_lit3,4/18/15,21:14:15,lit5,1,1,1,0,-2,0,2,0,806,42,43,4,3567
AF9OA6LYG27BX_lit3,4/18/15,21:14:21,lit5,1,1,1,0,-2,0,2,0,649,40,44,5,3591
AF9OA6LYG27BX_lit3,4/18/15,21:14:27,lit5,1,1,1,0,-2,0,2,0,941,38,45,6,3621
AF9OA6LYG27BX_lit3,4/18/15,21:14:32,lit5,1,1,1,0,-2,0,2,0,867,36,46,7,3642
AFWKRID53R1XA_lit3,4/18/15,21:13:32,lit5,1,1,1,0,-2,0,2,0,4592,98,1,1,3357
AFWKRID53R1XA_lit3,4/18/15,21:13:39,lit5,1,1,1,1,-2,-1,2,-5,1675,95,2,2,3389
AFWKRID53R1XA_lit3,4/18/15,21:13:45,lit5,1,1,0,0,0,0,0,0,966,95,3,3,3423
AFWKRID53R1XA_lit3,4/18/15,21:13:51,lit5,1,1,0,0,0,0,0,0,726,95,4,4,3448
AFWKRID53R1XA_lit3,4/18/15,21:13:56,lit5,1,1,0,0,0,0,0,0,864,95,5,5,3477
AFWKRID53R1XA_lit3,4/18/15,21:14:06,lit5,1,1,0,0,0,0,0,0,3052,95,6,6,3522
AFWKRID53R1XA_lit3,4/18/15,21:14:15,lit5,1,0,1,1,-2,-1,2,-5,1085,92,7,1,3561
AFWKRID53R1XA_lit3,4/18/15,21:14:22,lit5,1,0,1,1,-2,-1,2,-5,962,89,8,2,3602
AFWKRID53R1XA_lit3,4/18/15,21:14:28,lit5,1,0,1,1,-2,-1,2,-5,1466,86,9,3,3627
AFWKRID53R1XA_lit3,4/18/15,21:14:34,lit5,1,0,1,1,-2,-1,2,-5,874,83,10,4,3653
AFWKRID53R1XA_lit3,4/18/15,21:14:41,lit5,1,0,1,1,-2,-1,2,-5,871,80,11,5,3682
AFWKRID53R1XA_lit3,4/18/15,21:14:46,lit5,1,0,1,1,-2,-1,2,-5,750,77,12,6,3704
AFWKRID53R1XA_lit3,4/18/15,21:14:56,lit5,0,1,0,0,-2,0,0,0,2277,75,13,1,3746
AFWKRID53R1XA_lit3,4/18/15,21:15:02,lit5,0,1,0,0,-2,0,0,0,590,73,14,2,3771
AFWKRID53R1XA_lit3,4/18/15,21:15:07,lit5,0,1,0,0,-2,0,0,0,860,71,15,3,3797
AFWKRID53R1XA_lit3,4/18/15,21:15:12,lit5,0,1,0,0,-2,0,0,0,476,69,16,4,3817
AFWKRID53R1XA_lit3,4/18/15,21:15:17,lit5,0,1,0,0,-2,0,0,0,541,67,17,5,3840
AFWKRID53R1XA_lit3,4/18/15,21:15:26,lit5,0,1,0,0,-2,0,0,0,843,65,18,1,3875
AFWKRID53R1XA_lit3,4/18/15,21:15:31,lit5,0,1,0,0,-2,0,0,0,451,63,19,2,3896
AFWKRID53R1XA_lit3,4/18/15,21:15:38,lit5,0,1,0,0,-2,0,0,0,552,61,20,3,3921
AFWKRID53R1XA_lit3,4/18/15,21:15:45,lit5,0,1,0,0,-2,0,0,0,988,59,21,4,3947
AFWKRID53R1XA_lit3,4/18/15,21:15:51,lit5,0,1,0,0,-2,0,0,0,660,57,22,5,3971
AFWKRID53R1XA_lit3,4/18/15,21:15:57,lit5,0,1,0,0,-2,0,0,0,749,55,23,6,3995
AFWKRID53R1XA_lit3,4/18/15,21:16:02,lit5,0,1,0,0,-2,0,0,0,574,53,24,7,4017
AFWKRID53R1XA_lit3,4/18/15,21:16:09,lit5,0,0,0,0,-2,0,0,0,894,51,25,1,4040
AFWKRID53R1XA_lit3,4/18/15,21:16:14,lit5,0,0,0,0,-2,0,0,0,592,49,26,2,4062
AFWKRID53R1XA_lit3,4/18/15,21:16:21,lit5,0,0,0,0,-2,0,0,0,515,47,27,3,4085
AFWKRID53R1XA_lit3,4/18/15,21:16:26,lit5,0,0,0,0,-2,0,0,0,497,45,28,4,4104
AFWKRID53R1XA_lit3,4/18/15,21:16:31,lit5,0,0,0,0,-2,0,0,0,510,43,29,5,4123
AFWKRID53R1XA_lit3,4/18/15,21:16:36,lit5,0,0,0,0,-2,0,0,0,508,41,30,6,4139
AFWKRID53R1XA_lit3,4/18/15,21:16:42,lit5,0,0,0,0,-2,0,0,0,509,39,31,7,4152
AFWKRID53R1XA_lit3,4/18/15,21:16:47,lit5,0,0,0,0,-2,0,0,0,432,37,32,8,4170
AFWKRID53R1XA_lit3,4/18/15,21:17:02,lit5,1,1,1,1,-2,-1,2,-5,905,34,33,1,4211
AFWKRID53R1XA_lit3,4/18/15,21:17:07,lit5,1,1,0,0,0,0,0,0,841,34,34,2,4232
AFWKRID53R1XA_lit3,4/18/15,21:17:14,lit5,1,1,0,0,0,0,0,0,437,34,35,3,4255
AFWKRID53R1XA_lit3,4/18/15,21:17:21,lit5,1,1,0,0,0,0,0,0,1140,34,36,4,4273
AFWKRID53R1XA_lit3,4/18/15,21:17:29,lit5,1,0,1,1,-2,-1,2,-5,778,31,37,1,4296
AFWKRID53R1XA_lit3,4/18/15,21:17:34,lit5,1,0,1,1,-2,-1,2,-5,426,28,38,2,4311
AFWKRID53R1XA_lit3,4/18/15,21:17:40,lit5,1,0,1,1,-2,-1,2,-5,1694,25,39,3,4329
AFWKRID53R1XA_lit3,4/18/15,21:17:45,lit5,1,0,1,1,-2,-1,2,-5,540,22,40,4,4340
AFWKRID53R1XA_lit3,4/18/15,21:17:53,lit5,0,0,0,0,-2,0,0,0,1262,20,41,1,4359
AFWKRID53R1XA_lit3,4/18/15,21:18:01,lit5,0,0,0,0,-2,0,0,0,512,18,42,2,4375
AFWKRID53R1XA_lit3,4/18/15,21:18:07,lit5,0,0,0,0,-2,0,0,0,1116,16,43,3,4388
AI7YTRYN64K0Z_lit3,4/18/15,21:07:46,lit5,0,0,1,1,2,-5,-2,-1,1877,97,1,1,2483
AI7YTRYN64K0Z_lit3,4/18/15,21:08:11,lit5,0,0,1,1,2,-5,-2,-1,2550,94,2,2,2488
AI7YTRYN64K0Z_lit3,4/18/15,21:08:19,lit5,0,0,1,1,2,-5,-2,-1,2232,91,3,3,2492
AI7YTRYN64K0Z_lit3,4/18/15,21:08:25,lit5,0,0,0,0,2,0,0,0,899,93,4,4,2496
AI7YTRYN64K0Z_lit3,4/18/15,21:08:32,lit5,0,0,0,0,2,0,0,0,979,95,5,5,2501
AI7YTRYN64K0Z_lit3,4/18/15,21:08:38,lit5,0,0,0,0,2,0,0,0,743,97,6,6,2506
AI7YTRYN64K0Z_lit3,4/18/15,21:08:45,lit5,0,0,0,0,2,0,0,0,1172,99,7,7,2511
AI7YTRYN64K0Z_lit3,4/18/15,21:08:53,lit5,0,1,0,0,2,0,0,0,1166,101,8,1,2517
AI7YTRYN64K0Z_lit3,4/18/15,21:08:59,lit5,0,1,0,0,2,0,0,0,802,103,9,2,2526
AI7YTRYN64K0Z_lit3,4/18/15,21:09:08,lit5,0,1,0,0,2,0,0,0,1965,105,10,3,2538
AI7YTRYN64K0Z_lit3,4/18/15,21:09:15,lit5,0,1,0,0,2,0,0,0,649,107,11,4,2545
AI7YTRYN64K0Z_lit3,4/18/15,21:09:22,lit5,0,1,0,0,2,0,0,0,1845,109,12,5,2552
AI7YTRYN64K0Z_lit3,4/18/15,21:09:30,lit5,0,1,0,0,2,0,0,0,2644,111,13,6,2560
AI7YTRYN64K0Z_lit3,4/18/15,21:09:37,lit5,0,0,0,0,2,0,0,0,1164,113,14,1,2568
AI7YTRYN64K0Z_lit3,4/18/15,21:09:43,lit5,0,0,0,0,2,0,0,0,622,115,15,2,2574
AI7YTRYN64K0Z_lit3,4/18/15,21:09:53,lit5,0,0,1,1,2,-5,-2,-1,3274,112,16,3,2584
AI7YTRYN64K0Z_lit3,4/18/15,21:09:58,lit5,0,0,0,0,2,0,0,0,874,114,17,4,2593
AI7YTRYN64K0Z_lit3,4/18/15,21:10:04,lit5,0,0,0,0,2,0,0,0,857,116,18,5,2604
AI7YTRYN64K0Z_lit3,4/18/15,21:10:08,lit5,0,0,0,0,2,0,0,0,709,118,19,6,2616
AI7YTRYN64K0Z_lit3,4/18/15,21:10:26,lit5,1,1,1,0,-2,0,2,0,2517,116,20,1,2647
AI7YTRYN64K0Z_lit3,4/18/15,21:10:32,lit5,1,1,1,1,-2,-1,2,-5,806,113,21,2,2660
AI7YTRYN64K0Z_lit3,4/18/15,21:10:38,lit5,1,1,0,1,0,-1,0,-5,765,112,22,3,2671
AI7YTRYN64K0Z_lit3,4/18/15,21:11:05,lit5,1,0,1,1,-2,-1,2,-5,823,109,23,1,2728
AI7YTRYN64K0Z_lit3,4/18/15,21:11:12,lit5,1,0,1,0,-2,0,2,0,781,107,24,2,2752
AI7YTRYN64K0Z_lit3,4/18/15,21:11:18,lit5,1,0,1,0,-2,0,2,0,1016,105,25,3,2776
AI7YTRYN64K0Z_lit3,4/18/15,21:11:25,lit5,1,0,1,1,-2,-1,2,-5,1142,102,26,4,2797
AI7YTRYN64K0Z_lit3,4/18/15,21:11:32,lit5,0,1,0,0,-2,0,0,0,1173,100,27,1,2827
AI7YTRYN64K0Z_lit3,4/18/15,21:11:38,lit5,0,1,1,1,2,-5,-2,-1,835,97,28,2,2845
AI7YTRYN64K0Z_lit3,4/18/15,21:11:46,lit5,0,1,0,0,2,0,0,0,909,99,29,3,2878
AI7YTRYN64K0Z_lit3,4/18/15,21:11:52,lit5,0,1,0,0,2,0,0,0,622,101,30,4,2895
AI7YTRYN64K0Z_lit3,4/18/15,21:11:57,lit5,0,1,0,0,2,0,0,0,648,103,31,5,2915
AI7YTRYN64K0Z_lit3,4/18/15,21:12:03,lit5,0,1,0,0,2,0,0,0,1113,105,32,6,2940
AI7YTRYN64K0Z_lit3,4/18/15,21:12:11,lit5,1,0,1,0,-2,0,2,0,740,103,33,1,2972
AI7YTRYN64K0Z_lit3,4/18/15,21:12:16,lit5,1,0,1,1,-2,-1,2,-5,902,100,34,2,3002
AI7YTRYN64K0Z_lit3,4/18/15,21:12:22,lit5,1,0,1,0,-2,0,2,0,818,98,35,3,3025
AI7YTRYN64K0Z_lit3,4/18/15,21:12:28,lit5,1,0,1,0,-2,0,2,0,724,96,36,4,3053
AI7YTRYN64K0Z_lit3,4/18/15,21:12:34,lit5,1,0,1,1,-2,-1,2,-5,776,93,37,5,3082
AI7YTRYN64K0Z_lit3,4/18/15,21:12:41,lit5,1,1,1,0,-2,0,2,0,889,91,38,1,3115
