"subject","version","assignmentId","role","orderCond","s","c","p","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","0","0","0","120","3160","0","0","2017-06-21 18:07:14","6140"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","1","0","0","0","119","3347","1","-8","2017-06-21 18:07:22","6141"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","1","0","1","120","1316","0","0","2017-06-21 18:07:25","6143"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","0","0","0","120","3449","0","0","2017-06-21 18:07:36","6145"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","1","1","0","1","118","1812","1","-16","2017-06-21 18:07:36","6146"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","2","0","2","120","884","0","0","2017-06-21 18:07:38","6147"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","0","0","0","116","3801","1","-7","2017-06-21 18:07:38","6148"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","0","0","0","120","1710","0","0","2017-06-21 18:07:38","6149"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","0","0","0","120","2094","0","0","2017-06-21 18:07:39","6150"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","1","0","0","0","116","28005","1","-7","2017-06-21 18:07:43","6152"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","1","2","0","2","117","850","1","-24","2017-06-21 18:07:44","6153"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","1","0","1","112","1154","1","-14","2017-06-21 18:07:46","6154"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","1","0","1","120","1503","0","0","2017-06-21 18:07:46","6155"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","3","0","3","120","502","0","0","2017-06-21 18:07:48","6157"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","1","0","1","120","2662","0","0","2017-06-21 18:07:48","6158"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","0","0","0","120","1915","0","0","2017-06-21 18:07:50","6159"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","0","0","0","120","4021","0","0","2017-06-21 18:07:51","6160"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","2","0","2","108","1009","1","-21","2017-06-21 18:07:53","6161"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","0","0","0","120","3811","0","0","2017-06-21 18:07:54","6162"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","3","0","3","117","3044","0","-24","2017-06-21 18:07:54","6163"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","2","0","2","120","1054","0","0","2017-06-21 18:07:55","6164"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","0","0","0","120","3031","0","0","2017-06-21 18:07:55","6165"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","1","1","0","1","112","4735","1","-14","2017-06-21 18:07:55","6166"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","1","0","1","120","3849","0","0","2017-06-21 18:07:57","6168"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","2","0","2","120","572","0","0","2017-06-21 18:07:58","6169"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","4","0","4","120","2324","0","0","2017-06-21 18:07:58","6170"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","1","0","1","120","1117","0","0","2017-06-21 18:07:59","6171"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","1","0","1","120","1181","0","0","2017-06-21 18:07:59","6172"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","3","0","3","104","661","1","-28","2017-06-21 18:08:01","6173"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","0","0","0","116","5793","1","-2","2017-06-21 18:08:01","6174"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","0","0","0","116","9589","1","-3","2017-06-21 18:08:02","6175"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","4","0","4","117","836","0","-24","2017-06-21 18:08:02","6176"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","1","0","1","120","1779","0","0","2017-06-21 18:08:04","6177"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","1","0","1","120","1422","0","0","2017-06-21 18:08:04","6178"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","3","0","3","120","942","0","0","2017-06-21 18:08:04","6179"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","1","2","0","2","108","1553","1","-21","2017-06-21 18:08:05","6180"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","3","0","3","120","774","0","0","2017-06-21 18:08:05","6181"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","2","0","2","120","751","0","0","2017-06-21 18:08:06","6182"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","2","0","2","120","1136","0","0","2017-06-21 18:08:08","6183"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","4","0","4","100","583","1","-35","2017-06-21 18:08:08","6184"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","5","0","5","117","557","0","-24","2017-06-21 18:08:08","6185"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","5","0","5","120","678","0","0","2017-06-21 18:08:10","6186"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","2","0","2","120","2744","0","0","2017-06-21 18:08:11","6187"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","2","0","2","120","631","0","0","2017-06-21 18:08:11","6188"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","4","0","4","120","797","0","0","2017-06-21 18:08:12","6189"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","4","0","4","120","606","0","0","2017-06-21 18:08:13","6190"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","3","0","3","120","548","0","0","2017-06-21 18:08:13","6191"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","2","0","2","120","1798","0","0","2017-06-21 18:08:14","6192"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","1","0","1","112","2012","1","-4","2017-06-21 18:08:14","6193"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","3","0","3","120","634","0","0","2017-06-21 18:08:15","6195"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","0","3","0","3","108","1732","0","-21","2017-06-21 18:08:15","6196"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","6","0","6","117","733","0","-24","2017-06-21 18:08:16","6197"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","0","1","0","1","113","5121","1","0","2017-06-21 18:08:16","6198"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","5","0","5","96","604","1","-42","2017-06-21 18:08:16","6199"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","1","0","0","0","117","3389","1","-4","2017-06-21 18:08:18","6200"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","3","0","3","120","467","0","0","2017-06-21 18:08:18","6201"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","0","0","0","120","4270","0","0","2017-06-21 18:08:18","6202"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","5","0","5","120","471","0","0","2017-06-21 18:08:20","6203"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","6","0","6","120","534","0","0","2017-06-21 18:08:21","6205"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","3","0","3","120","2141","0","0","2017-06-21 18:08:21","6206"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","4","0","4","120","1046","0","0","2017-06-21 18:08:21","6207"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","3","0","3","120","924","0","0","2017-06-21 18:08:21","6208"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","5","0","5","120","1000","0","0","2017-06-21 18:08:22","6209"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","7","0","7","117","460","0","-24","2017-06-21 18:08:22","6210"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","4","0","4","120","515","0","0","2017-06-21 18:08:22","6211"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","6","0","6","92","526","1","-49","2017-06-21 18:08:23","6212"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","2","0","2","108","2121","1","-6","2017-06-21 18:08:24","6213"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","0","0","0","118","2980","1","-4","2017-06-21 18:08:25","6214"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","0","4","0","4","108","2618","0","-21","2017-06-21 18:08:25","6215"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","4","0","4","120","784","0","0","2017-06-21 18:08:26","6216"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","2","0","2","109","2331","1","-3","2017-06-21 18:08:26","6217"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","1","0","1","120","824","0","0","2017-06-21 18:08:28","6218"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","0","0","0","120","4165","0","0","2017-06-21 18:08:28","6220"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","6","0","6","120","2422","0","0","2017-06-21 18:08:29","6221"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","1","1","0","1","114","1478","1","-8","2017-06-21 18:08:29","6222"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","5","0","5","120","1118","0","0","2017-06-21 18:08:29","6223"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","4","0","4","120","1311","0","0","2017-06-21 18:08:29","6224"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","8","0","8","117","573","0","-24","2017-06-21 18:08:30","6225"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","7","0","7","88","774","1","-56","2017-06-21 18:08:30","6226"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","5","0","5","120","728","0","0","2017-06-21 18:08:30","6227"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","6","0","6","120","2203","0","0","2017-06-21 18:08:31","6228"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","4","0","4","120","1614","0","0","2017-06-21 18:08:32","6229"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","3","0","3","104","969","1","-8","2017-06-21 18:08:32","6230"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","5","0","5","120","454","0","0","2017-06-21 18:08:32","6231"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","7","0","7","120","998","0","0","2017-06-21 18:08:32","6232"
"A9V0DAEKT43K0","sp_v3_real2","3300DTYQT2IUCIT6BFCBJ7JIO4DEQD","1","1","1","2","4","0","0","0","0","0","120","3572","0","0","2017-06-21 18:08:33","6233"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","0","5","0","5","108","712","0","-21","2017-06-21 18:08:33","6234"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","1","1","1","3","2","0","0","0","0","0","120","1838","0","0","2017-06-21 18:08:34","6235"
"A190IBYOQFSPHS","sp_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS5H5S58S","1","1","1","2","3","0","0","0","0","0","120","7545","0","0","2017-06-21 18:08:35","6236"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","3","0","3","105","1339","1","-6","2017-06-21 18:08:35","6237"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","1","0","1","116","1580","1","-8","2017-06-21 18:08:35","6238"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","2","0","2","120","813","0","0","2017-06-21 18:08:36","6239"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","7","0","7","120","366","0","0","2017-06-21 18:08:36","6241"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","9","0","9","117","508","0","-24","2017-06-21 18:08:36","6242"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","6","0","6","120","615","0","0","2017-06-21 18:08:37","6243"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","5","0","5","120","760","0","0","2017-06-21 18:08:37","6244"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","8","0","8","84","796","1","-63","2017-06-21 18:08:37","6245"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","7","0","7","120","674","0","0","2017-06-21 18:08:38","6246"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","6","0","6","120","1339","0","0","2017-06-21 18:08:38","6247"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","6","0","6","120","274","0","0","2017-06-21 18:08:39","6248"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","1","0","1","120","3052","0","0","2017-06-21 18:08:40","6249"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","1","1","1","3","2","0","0","1","0","1","120","382","0","0","2017-06-21 18:08:41","6250"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","0","0","1","1","5","2","1","0","0","0","116","9370","1","-2","2017-06-21 18:08:41","6251"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","0","6","0","6","108","653","0","-21","2017-06-21 18:08:41","6252"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","4","0","4","100","647","1","-10","2017-06-21 18:08:42","6253"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","0","0","4","1","8","2","0","0","0","0","120","4167","0","0","2017-06-21 18:08:42","6254"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","1","0","1","2","5","2","0","2","0","2","113","2053","1","-7","2017-06-21 18:08:42","6255"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","8","0","8","120","2246","0","0","2017-06-21 18:08:42","6256"
"A9V0DAEKT43K0","sp_v3_real2","3300DTYQT2IUCIT6BFCBJ7JIO4DEQD","1","1","1","2","4","0","0","1","0","1","120","1371","0","0","2017-06-21 18:08:42","6257"
"ANPMO5PXKDTXF","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHEHH","1","1","4","4","7","0","0","5","0","5","120","2434","0","0","2017-06-21 18:08:43","6258"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","10","0","10","117","971","0","-24","2017-06-21 18:08:43","6259"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","2","0","2","114","790","1","-12","2017-06-21 18:08:43","6260"
"A1H2E85EW10IO3","sp_v3_real2","37M28K1J0QEA0I8H0KQGQNH5PUNAJN","0","0","4","2","7","2","1","0","0","0","117","2966","1","-6","2017-06-21 18:08:43","6261"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","8","0","8","120","439","0","0","2017-06-21 18:08:44","6263"
"A3FJE9AUW0O41D","sp_v3_real2","3LOZAJ85YDEMQZI249C2BE6MO4A2XW","1","0","3","4","6","2","1","0","0","0","113","12060","1","-3","2017-06-21 18:08:44","6264"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","1","0","3","1","6","2","1","4","0","4","101","1151","1","-9","2017-06-21 18:08:44","6265"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","7","0","7","120","795","0","0","2017-06-21 18:08:44","6266"
"A190IBYOQFSPHS","sp_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS5H5S58S","1","1","1","2","3","0","0","1","0","1","120","918","0","0","2017-06-21 18:08:44","6267"
"A1R6ZLM9V362F7","sp_v3_real2","37UQDCYH6XW18BADA6SFJKQ9J9O7VE","0","0","4","3","8","2","1","9","0","9","80","1280","1","-70","2017-06-21 18:08:45","6268"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","1","1","1","3","2","0","0","3","0","3","120","2345","0","0","2017-06-21 18:08:45","6269"
"A1AF6EW9YUMER9","sp_v3_real2","3EO896NRAWWFFE7Q6KHXLS7XDJ8JTH","0","1","2","2","5","1","0","7","0","7","120","338","0","0","2017-06-21 18:08:45","6270"
"A2EFD7AW29IXUR","sp_v3_real2","3WETL7AQWT929YUB237C25KU1J0530","1","1","1","1","3","0","0","6","0","6","120","861","0","0","2017-06-21 18:08:46","6271"
"A1FJKYOF7F7AQF","sp_v3_real2","382M9COHEHGM4B0NSOWGT8G7RPJEUI","0","0","1","2","2","2","1","0","0","0","119","7872","1","-3","2017-06-21 18:08:46","6272"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","1","0","2","4","3","2","1","0","0","0","114","3040","1","-1","2017-06-21 18:08:46","6273"
"AKZA41N1TOI1H","sp_v3_real2","34QN5IT0TZSPFOEGHEWWCRWE0XH082","1","1","3","4","6","0","0","8","0","8","120","954","0","0","2017-06-21 18:08:46","6274"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","1","1","2","2","6","0","0","7","0","7","120","584","0","0","2017-06-21 18:08:47","6275"
"AZZA3J049G7R5","sp_v3_real2","39LOEL67OS6LWGDD01EFEPUL391835","1","1","1","3","2","0","0","2","0","2","120","231","0","0","2017-06-21 18:08:47","6276"
"AFZ7Z5FOWM9VN
","sp_v3_real2","379J5II41OHJLLDTJA4F2LKOEYQELO","1","1","2","1","5","0","0","0","0","0","120","5113","0","0","2017-06-21 18:08:48","6277"
"A2NGQVFMEXXA7G","sp_v3_real2","3E47SOBEYQX2YML92G17KHSTCIJCIF","1","0","2","3","5","2","0","0","0","0","118","5012","1","2","2017-06-21 18:08:48","6278"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","0","0","3","4","7","2","0","7","0","7","108","897","0","-21","2017-06-21 18:08:49","6279"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","0","0","1","2","2","2","0","2","0","2","120","1537","0","0","2017-06-21 18:08:49","6280"
"A3QCDD464YDU4R","sp_v3_real2","3V5Q80FXIXSAA1BOKK5E4YHIH9932X","0","1","2","3","3","1","1","0","0","0","119","11101","1","-5","2017-06-21 18:08:49","6281"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","1","0","2","2","4","2","1","5","0","5","96","517","1","-12","2017-06-21 18:08:49","6282"
"A3T1GP1D5ECT8A","sp_v3_real2","3W8CV64QJ2004T3MKE9VIFQ66K1H9A","1","0","2","1","6","2","1","0","0","0","117","1108","1","-4","2017-06-21 18:08:49","6283"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","0","0","1","1","5","2","1","1","0","1","112","1818","1","-4","2017-06-21 18:08:49","6284"
"A25VT8VMVWY4X0","sp_v3_real2","3A4TN5196KJ22RAPWYJMK5REC54HCR","0","0","4","4","5","2","0","11","0","11","117","474","0","-24","2017-06-21 18:08:50","6285"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","0","0","4","1","8","2","0","1","0","1","120","1871","0","0","2017-06-21 18:08:51","6286"
"A1ALBJU1XOKYFH","sp_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IEFFR55Q","1","1","4","3","5","0","0","9","0","9","120","651","0","0","2017-06-21 18:08:51","6287"
"A9KUDJIUCERON","sp_v3_real2","3PWWM24LHSZWBYHUW10AVFPTXV182U","0","0","2","1","5","2","0","8","0","8","120","662","0","0","2017-06-21 18:08:51","6288"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","2","0","9","0","9","120","741","0","0","2017-06-21 18:08:51","6289"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","1","0","1","1","5","2","1","3","0","3","112","1450","1","-16","2017-06-21 18:08:52","6290"
