"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A1JMD1M91WRWGB","sp_v2_real2","3Y4W8Q93LZLHPKBN1JV1JC0535XVD5","Male","77","216789","660867","This is friggin slavery, you're a fucking sociopath.. I use to live at Porter Square you people are fucking insane, I hope you morons that bought into the fake terrorist shit die a long death!!","2017-05-30 15:08:21","673"
"A1IC8J514UZ4BA","sp_v2_real2","3B2X28YI3WG3VXY2MFWNCUW6JRVB6O","Male","94","91222","379978","My strategy was to minimize my losses.","2017-05-30 15:08:23","674"
"AU3NJ6CG34UP","sp_v2_real2","3M68NM076H8QB4FRICIDC91A1DY6RW","Male","92","86282","333696","I was trying to make the most bonus money possible regardless of my partner's decisions.","2017-05-30 15:08:23","675"
" A332JOE9IUF8H3
 A332JOE9IUF8H3
 A332JOE9IUF8H3
","sp_v2_real2","3WJEQKOXA83351SDAVKAMNLJTYU1AL","Male","74","74685","442668","try to not lose points","2017-05-30 15:08:40","676"
"A1NGXQMOBCXDC3","sp_v2_real2","3KB8R4ZV1E85SQN8YS59OL9VD5YGBV","Female","94","36863","319452","none","2017-05-30 15:08:44","677"
"A2EGMVENJCHWV6","sp_v2_real2","3FTYUGLFSUM0RQW8VSDOFE66QHWD5H","Female","87","85430","489590","No strategy other than not giving myself any negative points by choosing option c.","2017-05-30 15:08:45","678"
"A1OKRTF0JVITHL","sp_v2_real2","3JZQSN0I3QBV57ZO3UR57B0GS3QGFD","Male","70","31680","279850","minimize losses. No really. Thats all you can do with those choices...","2017-05-30 15:08:47","679"
"A2LE8VTSBGZ70X","sp_v2_real2","3N1FSUEFL51IV7S8HNUEAM0SQL1D4C","Male","92","118729","517862","n/a","2017-05-30 15:08:51","680"
"A3O2JUIF4DZQJU","sp_v2_real2","3YDGXNSEOZV6ECWH0FJYOUMRFU448X","Male","100","151950","431456","I figured if I screwed them over, they would just screw me over even more, so what would be the point?","2017-05-30 15:08:58","681"
"A3CDWPBKYDDASL","sp_v2_real2","3YOH7BII098P3QHXT0HONPVVNEUVKI","Male","59","203599","437642",,"2017-05-30 15:08:58","682"
"A25CAT0W9W97Z8","sp_v2_real2","3ON104KXQKXH4DSZYIZ42APDX174WC","Male","96","64764","298278","my strategy was to select A at first but it wasnt doing well so I stayed on B or D","2017-05-30 15:09:00","683"
"A3BP890CXV4UMN","sp_v2_real2","3EWIJTFFVO86OPO7UHIW41S09LM0EC","Female","85","41333","368954","I tried to be fair at ties","2017-05-30 15:09:00","684"
"A2WX9BYW5TI8OA","sp_v2_real2","3ZPBJO59KP2C7JG3WUEX4B9WVQNDHY","Female","98","104621","434275","I wasn't going to let someone else ""Ryan"" get extra points while taking away from mine so when that happened the first turn, I chose to show him that it wouldn't be wise as I would take more points away from him.  I like to keep things fair and didn't want to take from others.  ","2017-05-30 15:09:04","685"
"A1MM8TSLCHVMNK","sp_v2_real2","3LUY3GC63Z1O3RDHOUJGDS1RV6U7P4","Female","77","147293","358877","I tried to be fair and still make some bonus money.","2017-05-30 15:09:06","686"
"AQM6UCXA60QY1","sp_v2_real2","3E337GFOL997TZC51IAIFG9PUUCGNK","Male","97","97721","455612","My strategy was never take away from partner. I want the whole dollar.","2017-05-30 15:09:11","687"
"A3ERBRA143QOS3","sp_v2_real2","39K0FND3AHG01QE23H386F9MR9PAM2","Male","98","194844","617851","There's no way to get ahead when you try and strip them of their points for yourself.  My strategy was to read the other worker when I was X so that I could make more points, but when they chose to take away points from both of us for penalizing Y, I chose to stay with my 98.","2017-05-30 15:09:20","688"
"A3HTLXAPOBCVVO","sp_v2_real2","33M4IA01QG23UJZNJZR3CMEUYHWXRG","Female","93","97141","385563","Well, it didn't make sense to remove a point from myself just to punish another player if I felt I was treated unfairly.  So, I always selected to play fair, 0 impact.","2017-05-30 15:09:23","689"
"AY6KEV4709IWP","sp_v2_real2","3NPI0JQDAO6B1PAO1XMHIOT9K3KPTX","Female","96","386735","742961","no comments. i tried to get the most points i could. ","2017-05-30 15:09:32","690"
"A1SO9R81HMMIQD","sp_v2_real2","3E7TUJ2EGCNJSDYKYIQ5RUB8CDFD98","Male","57","84915","523159","i wanted to try and lessen my losses since there is really no way to actually gain if your partner decides to not reciprocate...","2017-05-30 15:09:36","691"
"A3EO1V3OGZ5644","sp_v2_real2","3WJ1OXY92AHLG1CY9GTP1X8R7408AC","Male","96","109592","357488","My strategy was to get the most points.","2017-05-30 15:09:38","692"
"A2ZVG10XPGLEG4","sp_v2_real2","3JV9LGBJWTFPBKCH2XAVU59UK4HGOZ","Female","59","108954","447391","I was trying not to dick the other guy over, but if he chose to dick me over, I would do the same.","2017-05-30 15:09:45","693"
"A17MUS17DFQZ4P","sp_v2_real2","3TAYZSBPLL9EUIW3AZ6FC6PU7AF2SZ","Female","89","254155","677487","I found out that they would just want to keep their bonus so I had to go neutral on both cases. ","2017-05-30 15:09:45","694"
"A30D53GQS972MM","sp_v2_real2","3OSWBBLG1EY9T9GI1YWJ7XXQJG6DXR","Female","71","59841","453013","In the first round, I gave the other person an opportunity to play nicely, and then ""punished"" them for being greedy. In the second round I played nice, making sure neither of us lost points, and they apparently felt that I was being fair and played the same way.","2017-05-30 15:09:47","695"
"AS4WHZ0EVURW","sp_v2_real2","3B1NLC6UGZX7WKOIHXNAJ5EKU9DGPG","Female","100","110947","361476","I just opted to be fair.","2017-05-30 15:09:48","696"
"A19UBZFVUWL1ES","sp_v2_real2","3OS4RQUCR9GZEQRDN8ZR609JCQYBFR","Male","96","53056","253484","no comments, strategy was to maximize points","2017-05-30 15:10:04","697"
"AR5E0ZVWKJA95","sp_v2_real2","37QW5D2ZRGNPGXYSQGFGMX2XTA78S8","Male","87","93840","333135",,"2017-05-30 15:10:04","698"
"A1WME43UWP64ER","sp_v2_real2","3VW04L3ZLT7NRFLZSYXV140IZYHXXC","Male","79","67887","365711","Just be fair","2017-05-30 15:10:05","699"
"A1S0K5MZGN0VBL","sp_v2_real2","3RJSC4XJ10V6S6VEJGPT07MNWSN50G","Male","74","286061","795416","None","2017-05-30 15:10:05","700"
"A1DS5O8MSI3ZH0","sp_v2_real2","3DUZQ9U6SMPNR9U5Y9QQEBM5487SVW","Male","89","592486","795078","I just wanted the best bonus I could get","2017-05-30 15:10:06","701"
"AMA18W8F60Y2J","sp_v2_real2","3180JW2OT4DDUCW05OZZIC1JV1T5JN","Female","98","44308","303514","My strategy was to not take any points from my partner unless they took points from me first.","2017-05-30 15:10:42","702"
"A3QM5J2H1DMON5","sp_v2_real2","3PJUZCGDJ6H7BI2THAFP52X71MI89X","Female","72","82520","382735","At first, as Y, I did 0-0 (Option D), even though my first partner chose to enrich himself at my expense. I did this for 2 trials.  But when he persisted with Option A, I switched to Option C. Oddly enough, he continued with Option A.

When I, myself, was X, I always chose Option B (0-0), because I'm not going to earn money if someone else has to lose it for me to do so!
","2017-05-30 15:10:48","703"
"A3908297ZI3LES","sp_v2_real2","3ZV9H2YQQD8WMH9VY4ULS5X7J1B3WQ","Female","78","218746","578858","maximize my points
seemed like the first player was trying to hurt me at his own expense and the second was helping me at his own mistake","2017-05-30 15:10:52","704"
"A2HM5WU1XILZJ1","sp_v2_real2","3LS2AMNW5FRGO96V5TF7OJDWQRQQO4","Female","92","219487","514558","TO LOSE AS LITTLE MONEY AS POSSIBLE","2017-05-30 15:10:53","705"
"A3BH9LOU9KV6T0","sp_v2_real2","3DPNQGW4LLGJAYDT70M04GQ09ZE46B","Male","86","62773","255193","Try not to lose as much as possible","2017-05-30 15:10:57","706"
"A2VLFAX57Q3328","sp_v2_real2","3PXX5PX6LXZ4IZA5CSDZSZYSFALBAE","Male","100","161544","528062","My strategy was just to be a nice person. No one needs to lose any points if everyone just picks 0. But if the first person did gain a point and removed a point, the 2nd person can just make it so everyone loses 2 points in total, it's just silly. If everyone is good/nice, everyone gets 100 points simple as that. ","2017-05-30 15:11:03","707"
"A3CFBT2CBQQIZY","sp_v2_real2","3NGMS9VZTLJPR73TSALNPQ04ROQFFD","Male","92","70354","280420","My strategy was to maximize my earnings.","2017-05-30 15:11:12","708"
"AASIGPQ0JMKIP","sp_v2_real2","31IBVUNM9S0EN4PJSPQR7C3QFIEFV1","Female","97","354644","663745","I figured we both want to end up with as much money as possible.","2017-05-30 15:11:19","709"
"A2Z6GJ1FJEHC6K","sp_v2_real2","31HQ4X3T3SBKV4IBK5OKR2O3DA6LS7","Female","89","79472","489082","To try not to blame the other person for getting as much as they could. ","2017-05-30 15:11:21","710"
"A11R8G0FYA2UVQ","sp_v2_real2","369J354OFDBZME6D21O1D5N3Z4NG6A","Female","88","127147","470313","to not hurt us both by retaliating. ","2017-05-30 15:11:25","711"
"A3H48TMCITL94X","sp_v2_real2","3G5F9DBFOPYY10GPNFERAXF3VXRHV1","Female","95","82451","310295","I tried to lose the least about of points!","2017-05-30 15:11:26","712"
"A36O6HV8LCXLJR","sp_v2_real2","3TU5ZICBRD2D3HJFYCQBRXNWBMM8QJ","Male","100","121806","562616","Cooperation is a beautiful thing. My strategy was to play B or D no matter what the other guy did. I try not to let what other people do influence me doing what I think is right.","2017-05-30 15:11:26","713"
"A29KUIEVPK8WB4","sp_v2_real2","33PPO7FECVGC3ERN2CWI4NABV32DIR","Male","98","67920","324214","to keep as much as much as my points as possible.","2017-05-30 15:11:49","714"
"AIC8CB12DQC0K","sp_v2_real2","3BV8HQ2ZZW2YCNTAG1WRHJC019A6AO","Female","67","284492","709288","Tried to be fair, but that Sam was a real piece of work!  He was so greedy.  I tried to help him and he just refused to help me, so I then tried to punish him.  Ryan was a much better partner.","2017-05-30 15:12:25","715"
"ATOPSQ6JDYZ6H","sp_v2_real2","3TMSXRD2X610CEVGB0G24CIALHXW1R","Female","98","106019","364303","If the other player was fair, I was also fair.  It is best for both players to play fairly for the best results","2017-05-30 15:12:31","716"
"A002160837SWJFPIAI7L7","sp_v2_real2","3IGI0VL647LVLCT3P1NQKPIRLG3ONF","Male","97","41007","229744","I only took when the other did. ","2017-05-30 15:12:34","717"
"A1C59M3HPCO503","sp_v2_real2","38JBBYETQOBNND68DI5YG4IDQX2E46","Female","96","43576","317887","I never would subtract points from both of us. For the first one, whenever I would try to increase my score he would punish me, so I ended up losing points. So I stopped, which was annoying.","2017-05-30 15:13:05","718"
"A3CPQP08A6J09F","sp_v2_real2","3FTF2T8WLRJI1JYBFDVVJI0TJTL9WD","Male","77","277108","679126","It was very interesting, with Ryan and both of us choosing the 0 point option each time, felt like there was cooperation and a connection. So I just returned the same 0 point option. With Sam even though I was punishing myself I felt it was justified to take 3 points from him at times.","2017-05-30 15:13:08","719"
"AU2NVT51E749C","sp_v2_real2","3LEP4MGT3G12G6DHW241I06Y0DIBDG","Male","98","71277","337840","I trusted that if I chose not to harm my partner, they would choose not to harm me. Then I chose to harm my partner if they chose to harm me, forcing them to fall into line and cause no more harm.","2017-05-30 15:13:27","720"
"A2DU76P3SED4T6","sp_v2_real2","3H7Z272LX78NIC2JSOKQWXJSQQZLPR","Female","80","121178","404540",,"2017-05-30 15:14:05","721"
"A19ED8FYO6CA36","sp_v2_real2","3NPI0JQDAO6B1PAO1XMHIOT9K3LTP2","Male","97","70264","425399","When I was Y, if they hurt me, then I hurt them. Even if it cost me, I knew it would cost them more and eventually if they were smart they would stop and play fair. When I was X I tried to see if I could get away with taking advantage of them but when I saw that I couldn't without being punished I decided to be fair.","2017-05-30 15:14:06","722"
"A1Y508FNU04ZLH","sp_v2_real2","3TEM0PF1Q5Y1WJA7YM7CYJAF99L0DJ","Female","76","634253","907884","no comments.....","2017-05-30 15:14:30","723"
"AM2KK02JXXW48","sp_v2_real2","3GNCZX450IO6MTBFVXV0NJ3HWE0APY","Male","79","103770","432950","my strategy was to end up with as most points as possible.  Good luck.","2017-05-30 15:14:35","724"
"A1DZLZE63NE1ZI","sp_v2_real2","3U8YCDAGXPHVLSEC38DWYIHESOA0QO","Male","95","183503","511718",,"2017-05-30 15:14:41","725"
"A1YZ0ETOCJO1B2","sp_v2_real2","3AWETUDC92TF6FWJUULFVFTEJLBZIB","Male","60","80863","415116","My strategy was if the other person took a point from me I would take points from them even if it cost me some additional points and when I was deciding first I wouldn't take points from the other person.","2017-05-30 15:14:51","726"
"A27HVVLSZZ13XK","sp_v2_real2","3MHW492WW0EKTEH0ECU422NZCJQMVF","Male","100","125143","430664","I wanted to keep as many points for my self and my partner by choosing zero each time.","2017-05-30 15:14:54","727"
"ADAWXO0BM89BY","sp_v2_real2","35GMH2SV3EIRR6GQW2K7U2OI7O2OEQ","Female","71","207615","628672","I was conflicted in trying to decide between choosing the option that would benefit us both and trying to earn more points. I sometimes based the option I chose on what the other person chose to try and be ""fair"" but also sometimes chose based on my wanting to earn points.","2017-05-30 15:15:20","728"
"A26UIS59SY4NM6","sp_v2_real2","33LK57MYLT640TZFZ6FTZHZ1SJDSZW","Male","100","84998","335238","To not lose points. There was no gain from any other scenario.","2017-05-30 15:15:41","729"
"amy9ff4emw50o","sp_v2_real2","3M0NZ3JDP1Z3UR14NA2L66P9EZ65Z8","Male","63","35456","408190","no","2017-05-30 15:15:42","730"
"A3Q7M403ZI5OGN","sp_v2_real2","3BWI6RSP7GAK60ORFG35JG2NHZS7EJ","Female","87","488211","1003233","As Y, picking option C would have drained my points even faster, so I only chose it once as a ""token protest"". As X, I tried to gain a few points back.","2017-05-30 15:15:46","731"
"ALF9AAZGQP4K5","sp_v2_real2","3ZDAD0O1T1EGAYCFNOWYC1FCM2TXTT","Male","98","171117","599390","at first i figured we could all make more money if we all did option a, then the second chooser picked d, but then I realized that didn't make any sense. so i tried not to lose money.","2017-05-30 15:15:47","732"
"A26HEELX3JRTNF","sp_v2_real2","3MRNMEIQW57ETFZTNFTVW323C7WDL5","Female","70","297240","495432",,"2017-05-30 15:16:01","733"
" A1GTYHV8OYQQLV
 A1GTYHV8OYQQLV
 A1GTYHV8OYQQLV
A1GTYHV8OYQQLV","sp_v2_real2","37C0GNLMHF4WAUWM0BNT7KK6MC7D6X","Male","88","142923","675073","do not try to punish it only hurts you.","2017-05-30 15:16:01","734"
"A1AKL5YH9NLD2V","sp_v2_real2","39PAAFCODM1O697KN9VGOGIR6RLVTO","Male","85","94441","318336","My strategy was to never deduct points because it makes no sense to lower the total amount of money earned by everyone. ","2017-05-30 15:16:22","735"
"A3PDHDQZZKCTT5","sp_v2_real2","3A9AA95ATWN9GNZY014JF8NV40Z5PN","Female","80","375904","1087969",,"2017-05-30 15:17:01","736"
"A1G0MX8JU2TBL1","sp_v2_real2","34T446B1C0FRRR4TYQC1EDSXO990CJ","Female","100","65755","307459","I figured that choosing the option that benefited both of us was kindest","2017-05-30 15:17:18","737"
"A207IHY6GERCFO","sp_v2_real2","3U5JL4WY5KAWTDXP8NVQ4T3K63D4X5","Male","89","35192","220998","don't hurt myself","2017-05-30 15:17:48","738"
"A28HB7240OFGEW","sp_v2_real2","30MVJZJNHMEWVZYC8ECGUS6LHXC9JI","Male","100","63099","272198","I did not want to rock the boat. I just always chose to not gain or lose any points.","2017-05-30 15:17:55","739"
"A39XQI36EWJLDJ","sp_v2_real2","3FIJLY1B6U51IKSN6DHS1KE8TUCPFP","Female","58","139170","392338","If my partner was being greedy and taking points from me I did the same. If my partner was fair and chose the 0/0 points I did as well. ","2017-05-30 15:18:08","740"
"AWXIEV9H6KT9E","sp_v2_real2","3WS1NTTKEYDYU3O3PS22MJD0LM10FU","Female","83","401006","978100",,"2017-05-30 15:18:20","741"
"A3TUCOUVSP9ZGY","sp_v2_real2","3CFJTT4SXTRWM5QDBZTW4V0F9SZ7IS","Female","98","70594","292000","Maximize my points.","2017-05-30 15:18:36","742"
"A3U74S280Z4B0","sp_v2_real2","3I0BTBYZAXM4UU5YUIUQB4KGRXR0YR","Male","70","110983","367471","If someone took points away from me, I ""punished"" them by taking points from them. When I chose first, I picked the ""peaceful"" option and did not earn points for myself and did not take points from the other player.","2017-05-30 15:18:44","743"
"A40NQ0BN8JXTD","sp_v2_real2","3TOK3KHVJTJ6IR1G9U61OSW1L1Z7OO","Female","98","100705","380752","My strategy was to get points for myself and for my partner so that the distribution was fair.","2017-05-30 15:18:46","744"
"A3L2UB07EZJAMD","sp_v2_real2","3TVRFO09GKGSRL4AEFU7QA5VSP7XLQ","Male","81","72310","357942","Partner A didn't seem to care if I took away his points or not. Partner B seemed content to leave things as they were. My only goal was to get out with as many points as I could, which meant I chose the zero option after the first few rounds. ","2017-05-30 15:18:46","745"
"A2E2UARVOVDR9Y","sp_v2_real2","3DI28L7YXAF6VE9PQ0MWI6BAEDSE1T","Male","93","60671","424376","I wanted to maximize everyone's benefit","2017-05-30 15:18:47","746"
"A2P53AN2M8IWFP","sp_v2_real2","30OG32W0SUC99LGEVNKUFDODHEWNE9","Male","97","71483","571970","My strategy was to maximize my bonus and not worry about punishing anyone.","2017-05-30 15:18:59","747"
"A1C3KQ40FOV78S","sp_v2_real2","3XCC1ODXDLCJLMYBXLWBIEI11EAQRD","Male","85","64480","335822","No. I decided not to cause myself to lose money","2017-05-30 15:19:13","748"
"A2K3VLXR2IM7IN","sp_v2_real2","3LO69W1SU3EH5Z9KP5U32O50PZCLGN","Male","98","80888","334972","I was trying to conserve my points, but I would retaliate if they chose to dock my points.","2017-05-30 15:19:22","749"
"A13M79DZ3D0ONV","sp_v2_real2","3G2UL9A02DFGTLVC9YK77SAA01476Y","Female","70","116829","367784","I wanted to be as fair as possible with the given choices. ","2017-05-30 15:19:49","750"
"A2IQ0QCTQ3KWLT","sp_v2_real2","3GNA64GUZE5UGZ0D0EJ8FDD59WL5QE","Female","98","98817","1275228","I didnt feel right about taking away from my partner","2017-05-30 15:19:53","751"
"A3BUWQ5C39GRQC","sp_v2_real2","3OSWBBLG1EY9T9GI1YWJ7XXQJG5XDA","Female","94","59887","289171","None. I did try earning more points but I learned it wasn't helping me at all. ","2017-05-30 15:20:22","752"
"A2WCXJZEXXR60A","sp_v2_real2","3UOUJI6MTDFVABR4NTM8HX1E5G0UXH","Male","83","95289","387224","My strategy was to make the most points for myself.","2017-05-30 15:20:26","753"
"AJH2N4RI8WA6U","sp_v2_real2","373ERPL3YO9WD2Q3EPQ6NJTOLL9TRU","Male","91","108204","394790","After realizing the reaction of my partner, I decided to choose the neutral option. In other words, I choose the no gain for either in order to avoid a loss.","2017-05-30 15:21:04","754"
"A3OB6REG5CGHK1","sp_v2_real2","338JKRMM260E9CDRCKNVEA1QANQAHT","Male","55","80417","301449","to befair if partner is","2017-05-30 15:21:07","755"
"AYZPYHQ5ANE2J","sp_v2_real2","3C44YUNSI1Q4K0ERF7M2DKBNHHXDP3","Female","90","35956","254127","My strategy is to try and get the most point. ","2017-05-30 15:21:22","756"
"A2P065E9CYMYJL","sp_v2_real2","3QBD8R3Z21K9Z4JX7W8ULGCRUZ84O0","Male","91","28228","246063","tried to get the most money","2017-05-30 15:21:25","757"
"A2JZP4AZI1RTG4","sp_v2_real2","3TK8OJTYM1MQEHED6SMWJ6HUHO0PVD","Male","81","81099","619760","This was great! I didn't really have a strategy, I just wanted to make sure I kept as many points as possible.","2017-05-30 15:22:12","758"
"A3J8Y94SGZ3R0E","sp_v2_real2","354P56DE9K4LGJT9GBNA8X62IQ27SL","Female","93","70414","431153","I enjoyed my participation. Thank you!","2017-05-30 15:22:12","759"
"A231YJ92LOFV6T","sp_v2_real2","3JC6VJ2SABK2TJTWBIMMPDY05EZA5C","Female","68","114442","498482","I tried to be nice until the other person wasn't nice to me in the first instance. In the second instance I hit back until he starting being nice, then I was nice. ","2017-05-30 15:22:31","760"
"A15Y215D57OSO5","sp_v2_real2","3ZR9AIQJUBAOWNRE5B6JVFG9WWT047","Male","100","65275","286113","didn't want to hurt the other person, or else there would be a net loss once they punished me.","2017-05-30 15:23:13","761"
"A2C73Y1COWCA51","sp_v2_real2","3IFS6Q0HJIKI53A5Z2R7ZMWBW6BSIZ","Male","77","107831","1494295",,"2017-05-30 15:23:22","762"
"A2GG7HIO2OIXUR","sp_v2_real2","3UXUOQ9OKEYHGN7FZB1JNXCWWKU7AO","Female","100","204055","408417","It made the most sense to not take any money from them because I assumed they'd retaliate.","2017-05-30 15:23:33","763"
"A3K6GRM23GLBDO","sp_v2_real2","32ZKVD547FO4YEBK3DYP5RKM90TB3I","Female","79","301605","1344355","While I choose one option on each game, I expected there could be more positive options for me and my partner.  The option was too consistent and monotonic for me to enjoy the games.  I mostly tried to avoid getting minus point for both parties because the given options made me to do so; frankly, I didnâ€™t want getting minus point for both parties. It was very simple and easy task.  Thank you.","2017-05-30 15:24:04","764"
"A20O44S26VN11P","sp_v2_real2","3U8YCDAGXPHVLSEC38DWYIHESO9Q0D","Female","96","104217","388443","I just went for the safest options that would make each of us lose the least amount","2017-05-30 15:24:43","765"
"A3G5IPGLH1IIZN","sp_v2_real2","3C8HJ7UOP7V12YMAF9J7N80V0UVZMR","Female","98","86737","369236","I would not punish or be unfair but I wanted to let my partner know that I would not allow myself to be taken advantage of.","2017-05-30 15:25:22","766"
"AEAWEN79FLP71","sp_v2_real2","3VNXK88KKCJ5MUY6P3QZXGHFCKK9V4","Female","85","47621","268577","I had no strategy. I believe in being fair, even if it ends up hurting me.","2017-05-30 15:26:09","767"
"A2BN1CX0PTWBXW","sp_v2_real2","3WEV0KO0OMT1XSUJ7OQW8PGY414DSJ","Male","97","122914","391501","try to be fair","2017-05-30 15:26:29","768"
"AAASQIW3J32OL","sp_v2_real2","358010RM5EUVNQG4SJWDDJ3XJN9XV9","Female","82","61461","385132","It was pretty straightforward, and I didn't really have a strategy, other than once in a while penalizing the partner who systematically gave himself money and took some away from me.","2017-05-30 15:26:32","769"
"AUBM70PWS2HZ8","sp_v2_real2","30MVJZJNHMEWVZYC8ECGUS6LHXDJ9T","Male","71","115719","389107","I wanted to be fair. Sam was greedy so I chose to screw him over.","2017-05-30 15:27:59","770"
"A1QX6AXRT6T94R","sp_v2_real2","3WYGZ5XF3WG9BY0TZ5CJC2BOOA0SKA","Female","98","74673","312243","If the other person tried to make more than me, I would take points from them, but if they played fairly, I also played fairly.","2017-05-30 15:28:36","771"
"AIZ4C8S4DW2WG","sp_v2_real2","37Z929RLG998EHQGTEQBDTYK7NRSTG","Female","80","136553","1167475",,"2017-05-30 15:28:56","772"
"A1XPUUD0HLD6HB","sp_v2_real2","3Z2R0DQ0JHFDKZRL94MANPLF6J62EY","Male","81","113695","365037","I was hoping the first guy would stop when he saw I was costing him 3 cents.
When he didn't I realized it was fake and no one is really there. 
So, I just didn't really care after that. 
So, in the next round, I wanted to try and get however much I could back.  ","2017-05-30 15:28:56","773"
"A2CEUCPDECS6U3","sp_v2_real2","3A7Y0R2P2OPMWVGABUIUAVS3O02XJO","Male","82","52060","262423","None","2017-05-30 15:29:11","774"
"A1N4P4XGQM7NXE","sp_v2_real2","36V4Q8R5ZK1SO6LJSD0UWFORVRBQMP","Male","89","257729","1244189","no comments","2017-05-30 15:29:43","775"
"A35TWG9VW1MB5S","sp_v2_real2","37UQDCYH6XW18BADA6SFJKQ9HUUV7C","Female","90","33688","257836","avoid loss","2017-05-30 15:29:58","776"
"ATADQXPHL10Y8","sp_v2_real2","3QAVNHZ3EM5GV8WH352T62UXR4ZLAB","Male","91","113245","325311","I thought I needed to get as many points and my partner kept taking them away","2017-05-30 15:30:31","777"
"A2J1VDVDYZRK29","sp_v2_real2","3YDTZAI2WXHO3CCW1UAJ9KZJ1OY14A","Male","97","320164","737025",,"2017-05-30 15:31:22","778"
"A2R0YYUAWNT7UD","sp_v2_real2","33PPO7FECVGC3ERN2CWI4NABV32IDW","Male","89","43586","272646","I just wanted the biggest bonus, and the only way for that was to choose D the whole time","2017-05-30 15:31:41","779"
"A3D3NEQ158WUB0","sp_v2_real2","3VHHR074H3IYC6YJW2Q9WBS7QWTL7K","Male","86","57812","273435",,"2017-05-30 15:32:15","780"
"A2BS7B4W5GCS4O","sp_v2_real2","3OF2M9AATGP6CAM7UX6R8V8RBP0ZKM","Female","92","92074","360524",,"2017-05-30 15:33:13","781"
"A1DY3TBDY4VZG5","sp_v2_real2","3CP1TO84PT2DOGYSY3T7JVF2TQ925Z","Male","79","52977","365562","At first I tried to limit my losses as much as possible, but then I tried to take my frustration out on my partner. ","2017-05-30 15:33:46","782"
"A1K68SWXO91HL9","sp_v2_real2","3H8DHMCCW9C399HB2FHUH3PON7RDK2","Female","67","205336","576855","I didn't have much of a strategy outside of trying to keep my score from dwindling too much.","2017-05-30 15:34:11","783"
"AEI5USUUPBU2G","sp_v2_real2","3X65QVEQI0O4ONTFNJYKCXKLR7KLCD","Female","83","393262","610340","I tried to be fair and earn the highest bonus I could.","2017-05-30 15:34:57","784"
"A35LCVF2Q3Z2TI","sp_v2_real2","33IZTU6J812FVYZ0YOR82WJQKJFSXZ","Male","80","156091","346502",,"2017-05-30 15:35:45","785"
"A9AGWXBGQV61L","sp_v2_real2","3L6L49WXW0YNRUDF2HCVCAC0D4345V","Female","74","241180","568753","Not really.","2017-05-30 15:36:22","786"
"A1TARNH07A75CG","sp_v2_real2","3PEIJLRY6TU82FG9IT19ZLMBQWBXWJ","Male","84","47177","352660",,"2017-05-30 15:36:33","787"
"AVJUIF9QHQRY8","sp_v2_real2","3U5NZHP4LR3LWGJT135S45QL99PPHN","Female","84","59524","271611",,"2017-05-30 15:36:53","788"
"A2OFN0A5CPLH57","sp_v2_real2","3QRYMNZ7FYIBY4YBLI9PEZOEKOMNT2","Female","100","83215","311125","My strategy was to try to not lose any points.  I thought the chances were good that I would be punished if I chose option A.","2017-05-30 15:38:36","789"
"AT3C00TKZK13L","sp_v2_real2","36TFCYNS44BQ5PLKNUF9YICOB8YXHJ","Male","96","44695","240864","Interesting. Good layout. Thanks!","2017-05-30 15:38:50","790"
"A1036BH0RBAF1O","sp_v2_real2","3M1CVSFP606RM5CUVAAPNOTR1AMAQP","Male","97","66097","273131","If they started costing me it was worth it to punish. ","2017-05-30 15:39:17","791"
"A1SWTHM03SN731","sp_v2_real2","336KAV9KYQTBQ48C95Y4USDVOVAY28","Male","57","299140","540910","To be fair.","2017-05-30 15:39:39","792"
"A24LP60QLUKQWX","sp_v2_real2","3ZPPDN2SLVXOKJCKUD1PXCTTCPKE96","Female","98","69858","278534","I wanted to maximize my earnings, but didn't want to punish the other participant, so I didn't take anything away from them unless they took it from me first.","2017-05-30 15:40:18","793"
"ACNID00UIEL1T","sp_v2_real2","32AT8R96GLANEU55TJGLIPKMQ1YUS9","Male","98","176842","2639364",,"2017-05-30 15:40:45","794"
"A34V2F0IRK8XBO","sp_v2_real2","33PPUNGG386SZEZ2KHFO97U56HUZRF","Female","93","63132","452604","This was so boring!!! Obviously it was much more lucrative to choose to do nothing. Then both players would walk away with more money. There was no risk, no stakes! Choosing to do nothing was the best option. ","2017-05-30 15:41:02","795"
"A3SKEW89V5S0DI","sp_v2_real2","3AMW0RGHOD3D6C5441059PNHVLZNPV","Male","93","78384","2391163","Do what was fair to both parties.","2017-05-30 15:41:04","796"
"A1S5W9N861BFLD","sp_v2_real2","3WQQ9FUS6AVQZBHQFUTLW8SXPMLB8A","Male","96","180345","458390",,"2017-05-30 15:41:26","797"
"A5EU1AQJNC7F2","sp_v2_real2","3D3VGR7TA0GRELS9ZAKF56PQRMX3RO","Female","89","160926","835392","none","2017-05-30 15:41:33","798"
"A2ZRF4I5RTKN7G","sp_v2_real2","3K3R2QNK8B459F96KDGU1UFWYDA9UE","Female","57","224447","452434","I wish I had been paired with someone who had chosen the 0 points the entire time, because we all would have wound up with more at the end.","2017-05-30 15:42:21","799"
