"subject","version","assignmentId","role","stealCond","punCond","oppPersistent","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A1E7H04DK5HXDL","sp_v2","39ZSFO5CA8XUFRMF6P77QOTZUGGUJK","1","1","1","1","0","9","0","9","74","2657","1","8","2017-05-29 18:46:56","2256"
"A1QEQOI98976S0","sp_v2","3F6HPJW4JD171ZDCU4GG9VSFDL5W2Y","0","0","1","1","0","15","0","15","91","1337","0","-9","2017-05-29 18:46:56","2257"
"ALYR5CI2SM2JC","sp_v2","3TVSS0C0E111LY7PDJ0CAI15DYIWTQ","0","0","1","1","0","19","0","19","100","786","0","0","2017-05-29 18:46:56","2258"
"A3QL8ZAD9BKWUF","sp_v2","3D8YOU6S9ELIRW78M6DIHKOU8AX6UR","0","1","0","1","0","12","0","12","90","381","0","-15","2017-05-29 18:46:56","2259"
"A1NKBXOTZAI1YK","sp_v2","32Q90QCQ1SM81FVBYASENL79NHMKES","1","0","0","1","0","7","0","7","90","278","1","0","2017-05-29 18:46:56","2260"
"A1BAEFJ2OG7NJ0","sp_v2","3TXWC2NHNZRPU2H2V8LUMTX8DEK9SP","0","1","1","1","0","6","0","6","96","851","0","-8","2017-05-29 18:46:56","2261"
"AJRY9ALX8069Y","sp_v2","3300DTYQT2IUCIT6BFCBJ7JIMNEEQE","1","1","1","1","0","1","0","1","96","6011","1","4","2017-05-29 18:46:56","2262"
"A39RZHJGA57EP4","sp_v2","33LKR6A5KEL8KXRMGVBRHSBBHL9T1O","0","1","1","1","0","10","0","10","90","1019","0","-20","2017-05-29 18:46:56","2263"
"A2EJLKLPXT8GDI","sp_v2","345LHZDEDXTJUDKQ34FKAHCAYJUU38","1","0","1","1","1","1","0","1","96","1634","1","-2","2017-05-29 18:46:57","2264"
"AT0WMOSQM54F2","sp_v2","3U5JL4WY5KAWTDXP8NVQ4T3K6184XW","0","1","0","1","0","8","0","8","100","548","0","0","2017-05-29 18:46:57","2265"
"AFQKLIYNCVZTL","sp_v2","36ZN444YTRZ37BICSLAYFHMAZF3OIP","0","0","0","1","0","7","0","7","94","990","0","-4","2017-05-29 18:46:57","2266"
"A22KRF782ELLB0","sp_v2","3G0WWMR1UVLY6O6J4EFU9UDR0FFNQC","0","0","0","1","0","14","0","14","100","1131","0","0","2017-05-29 18:46:57","2267"
"A1X258MWJFEMTW","sp_v2","39ASUFLU6X8ELFUIXT73DFFBJQ1XEU","1","1","0","1","1","18","0","18","51","571","1","-6","2017-05-29 18:46:57","2268"
"A8KX1HFH8NE2Q","sp_v2","3WMINLGALB4NS42BQS9U3J4AXTGACB","0","1","1","1","0","8","0","8","100","845","0","0","2017-05-29 18:46:57","2269"
"A1P0XSCJ9XAV74","sp_v2","3JC6VJ2SABK2TJTWBIMMPDY05CUA53","1","1","0","1","1","13","0","13","59","377","1","-24","2017-05-29 18:46:57","2270"
"A2541C8MY0BYV3","sp_v2","3IGI0VL647LVLCT3P1NQKPIRLEXNO4","1","0","0","0","0","25","1","5","34","610","1","-34","2017-05-29 18:46:57","2271"
"A34J6IBB4DGYP1","sp_v2","3N2BF7Y2VQVFBDMG9ND0N1WQ429MHF","0","0","0","1","1","18","0","18","43","1484","1","-38","2017-05-29 18:46:57","2272"
"A11BSDP2GNEQ9M","sp_v2","34BBWHLWHACBCKREJ718WBZW2H2WI9","1","1","0","1","1","4","0","4","86","2262","1","-6","2017-05-29 18:46:57","2273"
"A5BEH1IONAYMB","sp_v2","3L4D84MILZTPA5GV6Q08794908EHJ6","1","0","0","1","1","18","0","18","72","1037","1","-17","2017-05-29 18:46:57","2274"
"A3N0QZ9ZKUCTCQ","sp_v2","3K772S5NP8CHZPU3SPPHATRHV0IHEL","1","0","0","1","1","8","0","8","82","355","1","-27","2017-05-29 18:46:58","2275"
"A1ANG01DQJZCUZ","sp_v2","384PI804XS27Y8TPVC21TIWFAAPS0V","1","0","1","1","1","4","0","4","87","1384","1","-11","2017-05-29 18:46:58","2276"
"A1J9IYN46FX00O","sp_v2","3E13VNJ1NNWIBJBBMJCN3L9264U1IG","0","0","1","1","0","13","0","13","100","628","0","0","2017-05-29 18:46:58","2277"
"A1D9YOV0RDWIKZ","sp_v2","3RANCT1ZVFIOX8O3IXUQS0AMMB7UBZ","0","0","0","1","0","1","0","1","100","3007","0","0","2017-05-29 18:46:58","2278"
"A3DBY12LGT2WDK
","sp_v2","3C8HJ7UOP7V12YMAF9J7N80V0SQMZ5","1","1","0","1","1","7","0","7","77","2045","1","-12","2017-05-29 18:46:58","2279"
"A21UA6O7ZFAIQJ","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0NZ6","0","1","1","1","0","3","0","3","98","852","0","-4","2017-05-29 18:46:59","2280"
"A4IH4CO046EV3","sp_v2","3M81GAB8A0KW5FHM1OALIZDXJQ1BQB","0","1","0","1","0","18","0","18","96","341","0","-6","2017-05-29 18:46:59","2281"
"A38R7SIVV118KT","sp_v2","3YW4XOSQKQMNKA6BG011MOXD0ZGU1G","0","0","0","1","1","9","0","9","70","5637","1","-20","2017-05-29 18:46:59","2282"
"AVU1N78F92K93","sp_v2","30H4UDGLT2J7OUK4S0L5WAYHQTJPMN","1","1","0","1","0","1","0","1","95","2173","1","0","2017-05-29 18:46:59","2283"
"A39VDI1CVOMMIN","sp_v2","3YMU66OBIN9FJ3QUYKF5AWCT8GXHG2","0","1","0","0","0","23","1","3","57","334","0","33","2017-05-29 18:46:59","2284"
"A2C2WXXKJOLCZ2","sp_v2","3O6CYIULED2GLBMEDOQMFEN7WCPWUH","0","0","1","1","0","3","0","3","94","1249","0","-6","2017-05-29 18:46:59","2285"
"A3RHGIM99R25Q9","sp_v2","3NQL1CS15R9KNV6EXFIFWXA6LRYYV7","0","0","0","0","0","21","1","1","77","891","0","18","2017-05-29 18:46:59","2286"
"A12DBV9FNAOFEM","sp_v2","3Z7VU45IPYI4690LMN093GCS2HVZ1A","0","0","1","1","0","10","0","10","100","2009","0","0","2017-05-29 18:47:00","2287"
"A67BK7ZFFRV8G","sp_v2","3QXNC7EIPIWPTTXQM62ACNRPIM109T","1","0","1","1","1","13","0","13","70","397","1","-18","2017-05-29 18:47:00","2288"
"A1X5IZPCRLL0Z7","sp_v2","3QFUFYSY9YGFTR648TP4YM3D2WC4F5","1","1","1","0","0","21","1","1","96","3349","1","4","2017-05-29 18:47:00","2289"
"A3Q6O47Z0YRJL1","sp_v2","3S96KQ6I9M52CS7YWOVMIUCK6ICTDE","0","1","1","1","0","11","0","11","100","732","0","0","2017-05-29 18:47:00","2290"
"AGDJB8B8CDZ71","sp_v2","3GU1KF0O4I2B53G71BVWIUNNEUFBPK","1","1","0","0","0","24","1","4","97","235","0","-2","2017-05-29 18:47:00","2291"
"A2H6RIWM50KWA4","sp_v2","3DUZQ9U6SMPNR9U5Y9QQEBM5462VSQ","1","1","1","1","1","13","0","13","48","263","1","-20","2017-05-29 18:47:00","2292"
"A12VU5YSHGQH2V","sp_v2","3TS1AR6UQQFCCEONARNB1YNNTY27FS","1","0","1","1","0","15","0","15","70","315","1","-12","2017-05-29 18:47:00","2293"
"A3NVSZTO346FN","sp_v2","3UNH76FOCS61X8C5JNHO91RTUYMMYE","1","1","0","1","0","18","0","18","59","443","1","26","2017-05-29 18:47:01","2294"
"AZHHZWD7V6TNA","sp_v2","3RJSC4XJ10V6S6VEJGPT07MNWQI507","1","1","0","1","0","8","0","8","82","307","1","18","2017-05-29 18:47:01","2295"
"A35SC4D5YNJGOW","sp_v2","3SITXWYCNVAGECIYN25DC79QGTOXBU","1","1","0","1","1","12","0","12","70","1773","1","10","2017-05-29 18:47:01","2296"
"A39Q4SNT7SRK94","sp_v2","32KTQ2V7RDGMW74XBBP8AKY2LP1M9P","1","0","1","0","0","24","1","4","97","276","0","-3","2017-05-29 18:47:01","2297"
"A3MMOZDMBZ8K42
","sp_v2","32Q90QCQ1SM81FVBYASENL79NHMEKM","0","0","1","1","0","14","0","14","100","2091","0","0","2017-05-29 18:47:01","2298"
"A8SP23ECDU4F0","sp_v2","34S9DKFK73Q7FQX5VOWOMGGTZOWNYF","1","0","0","1","0","5","0","5","94","29","1","6","2017-05-29 18:47:01","2299"
"A2QCHFSNUU7Y1F","sp_v2","3WSELTNVR334EL4MCE4KST4ELFFTAC","1","0","0","1","1","1","0","1","96","1713","1","-6","2017-05-29 18:47:01","2300"
" A2UNSF09FWX9S8","sp_v2","3TEM0PF1Q5Y1WJA7YM7CYJAF97G0DA","0","0","1","1","0","8","0","8","100","685","0","0","2017-05-29 18:47:01","2301"
"A2HHWFGVV9UUC5","sp_v2","3WOKGM4L71HS0G1WOVLS9DMEDLMO0U","1","0","1","1","1","12","0","12","61","659","1","-39","2017-05-29 18:47:01","2302"
"A3E9A9O3CLMEW","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC19R1","0","1","0","1","1","2","0","2","94","1548","1","-9","2017-05-29 18:47:02","2303"
"A30MP4LXV4MIFD","sp_v2","3DR23U6WE5F74YLYSJ66OCU56UDTE7","1","0","1","1","1","2","0","2","93","1061","1","-5","2017-05-29 18:47:02","2305"
"A13WGKUTP5127J","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4MTP","0","0","1","1","0","19","0","19","94","514","0","-6","2017-05-29 18:47:02","2304"
"ALDSIOBRWMZSI","sp_v2","3GFK2QRXX9IZ0WWZCNIE72VRXVWW5Z","0","1","1","1","0","9","0","9","90","1380","0","-20","2017-05-29 18:47:02","2306"
"A3QL8ZAD9BKWUF","sp_v2","3D8YOU6S9ELIRW78M6DIHKOU8AX6UR","0","1","0","1","0","13","0","13","90","400","0","-15","2017-05-29 18:47:03","2307"
"A2S5GPVIUV8RJI","sp_v2","358UUM7WRZ49F4TW1MN5IN16WMCR76","0","0","1","1","0","10","0","10","97","2343","0","-3","2017-05-29 18:47:03","2308"
"A1NKBXOTZAI1YK","sp_v2","32Q90QCQ1SM81FVBYASENL79NHMKES","1","0","0","1","0","8","0","8","89","300","1","1","2017-05-29 18:47:03","2309"
"A39I0RCEOJLFF5","sp_v2","3IHR8NYAM72RK4VYMWL9AGHH42Z4P8","0","0","1","1","0","13","0","13","100","547","0","0","2017-05-29 18:47:03","2310"
"A39MOCMDRIOSJM","sp_v2","3KXIR214I4HVSXUSKYAXE39OTS724J","1","1","0","1","1","14","0","14","55","574","1","-30","2017-05-29 18:47:03","2311"
"A25EGRCD2LG0KK","sp_v2","3NLZY2D53PQ8IO3YS1ZFW292VKFQLD","0","0","1","1","1","5","0","5","82","4268","1","-18","2017-05-29 18:47:03","2312"
"A2541C8MY0BYV3","sp_v2","3IGI0VL647LVLCT3P1NQKPIRLEXNO4","1","0","0","0","0","26","1","6","33","457","1","-33","2017-05-29 18:47:03","2313"
"A1H198MRIM37T1","sp_v2","3QRYMNZ7FYIBY4YBLI9PEZOEKMETNW","1","1","0","1","0","4","0","4","90","2049","1","10","2017-05-29 18:47:04","2314"
"A39RZHJGA57EP4","sp_v2","33LKR6A5KEL8KXRMGVBRHSBBHL9T1O","0","1","1","1","0","11","0","11","90","1284","0","-20","2017-05-29 18:47:04","2315"
"A19L8SNH73AX1Z
","sp_v2","39ZSFO5CA8XUFRMF6P77QOTZUGGJU9","0","1","1","1","1","6","0","6","88","1724","1","-24","2017-05-29 18:47:04","2316"
"A22KRF782ELLB0","sp_v2","3G0WWMR1UVLY6O6J4EFU9UDR0FFNQC","0","0","0","1","0","15","0","15","100","827","0","0","2017-05-29 18:47:05","2317"
"AFQKLIYNCVZTL","sp_v2","36ZN444YTRZ37BICSLAYFHMAZF3OIP","0","0","0","1","0","8","0","8","94","764","0","-4","2017-05-29 18:47:05","2318"
"A1QEQOI98976S0","sp_v2","3F6HPJW4JD171ZDCU4GG9VSFDL5W2Y","0","0","1","1","0","16","0","16","91","1942","0","-9","2017-05-29 18:47:05","2319"
"AT0WMOSQM54F2","sp_v2","3U5JL4WY5KAWTDXP8NVQ4T3K6184XW","0","1","0","1","0","9","0","9","100","446","0","0","2017-05-29 18:47:05","2320"
"A1J9IYN46FX00O","sp_v2","3E13VNJ1NNWIBJBBMJCN3L9264U1IG","0","0","1","1","0","14","0","14","100","810","0","0","2017-05-29 18:47:05","2321"
"A3N0QZ9ZKUCTCQ","sp_v2","3K772S5NP8CHZPU3SPPHATRHV0IHEL","1","0","0","1","1","9","0","9","80","904","1","-30","2017-05-29 18:47:05","2322"
"A1X258MWJFEMTW","sp_v2","39ASUFLU6X8ELFUIXT73DFFBJQ1XEU","1","1","0","1","1","19","0","19","48","1382","1","-8","2017-05-29 18:47:05","2323"
"A21UA6O7ZFAIQJ","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0NZ6","0","1","1","1","0","4","0","4","98","418","0","-4","2017-05-29 18:47:05","2324"
"A2EJLKLPXT8GDI","sp_v2","345LHZDEDXTJUDKQ34FKAHCAYJUU38","1","0","1","1","1","2","0","2","93","683","1","-5","2017-05-29 18:47:05","2325"
"A8KX1HFH8NE2Q","sp_v2","3WMINLGALB4NS42BQS9U3J4AXTGACB","0","1","1","1","0","9","0","9","100","1862","0","0","2017-05-29 18:47:05","2326"
"A2N4DD7IS7EI2D","sp_v2","3C8HJ7UOP7V12YMAF9J7N80V0SQZMI","0","1","0","1","0","12","0","12","92","1575","0","-12","2017-05-29 18:47:05","2327"
"A4IH4CO046EV3","sp_v2","3M81GAB8A0KW5FHM1OALIZDXJQ1BQB","0","1","0","1","0","19","0","19","96","420","0","-6","2017-05-29 18:47:05","2328"
"AVMIXXCHPD291","sp_v2","3Z4AIRP3C6EF1E06L5CO6VWHUHY1XG","0","1","1","1","0","0","0","0","100","9288","0","0","2017-05-29 18:47:05","2329"
"A3RHGIM99R25Q9","sp_v2","3NQL1CS15R9KNV6EXFIFWXA6LRYYV7","0","0","0","0","0","22","1","2","77","171","0","18","2017-05-29 18:47:06","2330"
"A34J6IBB4DGYP1","sp_v2","3N2BF7Y2VQVFBDMG9ND0N1WQ429MHF","0","0","0","1","1","19","0","19","40","1273","1","-40","2017-05-29 18:47:06","2331"
"A5BEH1IONAYMB","sp_v2","3L4D84MILZTPA5GV6Q08794908EHJ6","1","0","0","1","0","19","0","19","71","541","1","-16","2017-05-29 18:47:06","2332"
"A1ANG01DQJZCUZ","sp_v2","384PI804XS27Y8TPVC21TIWFAAPS0V","1","0","1","1","1","5","0","5","84","454","1","-14","2017-05-29 18:47:06","2333"
"A39VDI1CVOMMIN","sp_v2","3YMU66OBIN9FJ3QUYKF5AWCT8GXHG2","0","1","0","0","0","24","1","4","57","654","0","33","2017-05-29 18:47:06","2334"
"A2H6RIWM50KWA4","sp_v2","3DUZQ9U6SMPNR9U5Y9QQEBM5462VSQ","1","1","1","1","1","14","0","14","44","264","1","-22","2017-05-29 18:47:06","2335"
"AGDJB8B8CDZ71","sp_v2","3GU1KF0O4I2B53G71BVWIUNNEUFBPK","1","1","0","0","0","25","1","5","97","335","0","-2","2017-05-29 18:47:06","2336"
"A1BAEFJ2OG7NJ0","sp_v2","3TXWC2NHNZRPU2H2V8LUMTX8DEK9SP","0","1","1","1","0","7","0","7","96","2810","0","-8","2017-05-29 18:47:07","2337"
"A12DBV9FNAOFEM","sp_v2","3Z7VU45IPYI4690LMN093GCS2HVZ1A","0","0","1","1","0","11","0","11","100","973","0","0","2017-05-29 18:47:07","2338"
"A2GB0RI43KU4Z","sp_v2","379J5II41OHJLLDTJA4F2LKOCHRELP","1","1","1","0","0","20","1","0","98","10769","1","2","2017-05-29 18:47:07","2339"
"A8SP23ECDU4F0","sp_v2","34S9DKFK73Q7FQX5VOWOMGGTZOWNYF","1","0","0","1","0","6","0","6","93","139","1","7","2017-05-29 18:47:07","2340"
"A3BGIK3STL9345","sp_v2","31JLPPHS2UVOH80T7I3BBBKLGX6O3P","0","0","0","0","0","20","1","0","79","2387","0","16","2017-05-29 18:47:07","2341"
"AZHHZWD7V6TNA","sp_v2","3RJSC4XJ10V6S6VEJGPT07MNWQI507","1","1","0","1","0","9","0","9","80","269","1","20","2017-05-29 18:47:07","2342"
"A2OWVYIPSQB0QP","sp_v2","3SPJ0334214BW06KGQ4WT9ZCQ4RJY7","1","0","0","1","0","2","0","2","95","3713","1","-5","2017-05-29 18:47:07","2343"
"A3NVSZTO346FN","sp_v2","3UNH76FOCS61X8C5JNHO91RTUYMMYE","1","1","0","1","0","19","0","19","57","413","1","28","2017-05-29 18:47:07","2344"
"A3Q6O47Z0YRJL1","sp_v2","3S96KQ6I9M52CS7YWOVMIUCK6ICTDE","0","1","1","1","0","12","0","12","100","523","0","0","2017-05-29 18:47:07","2345"
"A67BK7ZFFRV8G","sp_v2","3QXNC7EIPIWPTTXQM62ACNRPIM109T","1","0","1","1","1","14","0","14","67","429","1","-21","2017-05-29 18:47:07","2346"
"A12VU5YSHGQH2V","sp_v2","3TS1AR6UQQFCCEONARNB1YNNTY27FS","1","0","1","1","0","16","0","16","69","669","1","-11","2017-05-29 18:47:07","2347"
"A2HHWFGVV9UUC5","sp_v2","3WOKGM4L71HS0G1WOVLS9DMEDLMO0U","1","0","1","1","1","13","0","13","58","480","1","-42","2017-05-29 18:47:07","2348"
"A39Q4SNT7SRK94","sp_v2","32KTQ2V7RDGMW74XBBP8AKY2LP1M9P","1","0","1","0","0","25","1","5","97","820","0","-3","2017-05-29 18:47:07","2349"
"A38R7SIVV118KT","sp_v2","3YW4XOSQKQMNKA6BG011MOXD0ZGU1G","0","0","0","1","1","10","0","10","67","2179","1","-22","2017-05-29 18:47:07","2350"
"A2TVJTQ4VXATE6","sp_v2","3WMOAN2SRBYQBW20QD94FHCZH7UNV6","1","0","0","1","1","14","0","14","71","9485","1","-41","2017-05-29 18:47:08","2351"
"A35SC4D5YNJGOW","sp_v2","3SITXWYCNVAGECIYN25DC79QGTOXBU","1","1","0","1","1","13","0","13","67","498","1","8","2017-05-29 18:47:08","2352"
"A1PGI3MHP9JZL4","sp_v2","3HUTX6F6VUOZWQ4A3IP6S1FTAJ72OT","1","1","1","1","1","4","0","4","86","3671","1","2","2017-05-29 18:47:08","2353"
"A20NITCOBY4775","sp_v2","39KFRKBFINWPXBXHW3W115GYPY1YO5","1","1","1","1","0","5","0","5","82","3692","1","0","2017-05-29 18:47:08","2354"
"A1D9YOV0RDWIKZ","sp_v2","3RANCT1ZVFIOX8O3IXUQS0AMMB7UBZ","0","0","0","1","0","2","0","2","100","1587","0","0","2017-05-29 18:47:08","2355"
"AY832D29HUURG
","sp_v2","39ASUFLU6X8ELFUIXT73DFFBJQ1EXB","0","0","0","0","1","20","1","0","59","2456","1","-54","2017-05-29 18:47:09","2357"
"A1X5IZPCRLL0Z7","sp_v2","3QFUFYSY9YGFTR648TP4YM3D2WC4F5","1","1","1","0","0","22","1","2","94","870","1","6","2017-05-29 18:47:09","2356"
"A1P0XSCJ9XAV74","sp_v2","3JC6VJ2SABK2TJTWBIMMPDY05CUA53","1","1","0","1","1","14","0","14","56","4716","1","-26","2017-05-29 18:47:09","2358"
" A2UNSF09FWX9S8","sp_v2","3TEM0PF1Q5Y1WJA7YM7CYJAF97G0DA","0","0","1","1","0","9","0","9","100","694","0","0","2017-05-29 18:47:09","2359"
"A3QL8ZAD9BKWUF","sp_v2","3D8YOU6S9ELIRW78M6DIHKOU8AX6UR","0","1","0","1","0","14","0","14","90","242","0","-15","2017-05-29 18:47:09","2360"
"A1NKBXOTZAI1YK","sp_v2","32Q90QCQ1SM81FVBYASENL79NHMKES","1","0","0","1","0","9","0","9","88","326","1","2","2017-05-29 18:47:09","2361"
"A33AZCOKCCTUXV","sp_v2","3DYGAII7PL9Y99IWKTSMDJIM0UGQPB","0","0","1","0","0","20","1","0","40","5145","0","-60","2017-05-29 18:47:10","2362"
"A2C2WXXKJOLCZ2","sp_v2","3O6CYIULED2GLBMEDOQMFEN7WCPWUH","0","0","1","1","0","4","0","4","94","641","0","-6","2017-05-29 18:47:10","2363"
"A17PAQSQ74L915","sp_v2","3AWETUDC92TF6FWJUULFVFTEJJ6ZI2","0","0","1","1","0","0","0","0","100","3000","0","0","2017-05-29 18:47:10","2364"
"A39MOCMDRIOSJM","sp_v2","3KXIR214I4HVSXUSKYAXE39OTS724J","1","1","0","1","1","15","0","15","52","473","1","-32","2017-05-29 18:47:10","2365"
"A3DBY12LGT2WDK
","sp_v2","3C8HJ7UOP7V12YMAF9J7N80V0SQMZ5","1","1","0","1","1","8","0","8","74","2820","1","-14","2017-05-29 18:47:10","2366"
"A1H162QMRV01SA","sp_v2","3SPJ0334214BW06KGQ4WT9ZCQ4RYJM","0","1","0","1","0","18","0","18","98","902","0","-3","2017-05-29 18:47:10","2367"
"AJRY9ALX8069Y","sp_v2","3300DTYQT2IUCIT6BFCBJ7JIMNEEQE","1","1","1","1","1","2","0","2","92","1669","1","2","2017-05-29 18:47:10","2368"
"A39I0RCEOJLFF5","sp_v2","3IHR8NYAM72RK4VYMWL9AGHH42Z4P8","0","0","1","1","0","14","0","14","100","446","0","0","2017-05-29 18:47:11","2369"
"ALDSIOBRWMZSI","sp_v2","3GFK2QRXX9IZ0WWZCNIE72VRXVWW5Z","0","1","1","1","0","10","0","10","90","1870","0","-20","2017-05-29 18:47:11","2370"
"A39RZHJGA57EP4","sp_v2","33LKR6A5KEL8KXRMGVBRHSBBHL9T1O","0","1","1","1","0","12","0","12","90","684","0","-20","2017-05-29 18:47:11","2371"
"A30MP4LXV4MIFD","sp_v2","3DR23U6WE5F74YLYSJ66OCU56UDTE7","1","0","1","1","1","3","0","3","90","583","1","-8","2017-05-29 18:47:11","2372"
"A3TJ3ORKWH4IYW","sp_v2","3IXEICO792K3RJSJM1N8CO2SPWPT6M","1","0","1","1","1","10","0","10","71","967","1","-25","2017-05-29 18:47:11","2373"
"A21UA6O7ZFAIQJ","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0NZ6","0","1","1","1","0","5","0","5","98","338","0","-4","2017-05-29 18:47:12","2374"
"A3RHGIM99R25Q9","sp_v2","3NQL1CS15R9KNV6EXFIFWXA6LRYYV7","0","0","0","0","0","23","1","3","77","568","0","18","2017-05-29 18:47:12","2375"
"A25EGRCD2LG0KK","sp_v2","3NLZY2D53PQ8IO3YS1ZFW292VKFQLD","0","0","1","1","1","6","0","6","79","605","1","-21","2017-05-29 18:47:12","2376"
"A3N0QZ9ZKUCTCQ","sp_v2","3K772S5NP8CHZPU3SPPHATRHV0IHEL","1","0","0","1","1","10","0","10","78","674","1","-33","2017-05-29 18:47:12","2377"
"A2S5GPVIUV8RJI","sp_v2","358UUM7WRZ49F4TW1MN5IN16WMCR76","0","0","1","1","0","11","0","11","97","2038","0","-3","2017-05-29 18:47:12","2378"
"A22KRF782ELLB0","sp_v2","3G0WWMR1UVLY6O6J4EFU9UDR0FFNQC","0","0","0","1","0","16","0","16","100","1247","0","0","2017-05-29 18:47:12","2379"
"A2D4PM9I6UX3Z0","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0ZNI","0","0","0","1","0","0","0","0","100","11141","0","0","2017-05-29 18:47:12","2380"
"A1J9IYN46FX00O","sp_v2","3E13VNJ1NNWIBJBBMJCN3L9264U1IG","0","0","1","1","0","15","0","15","100","699","0","0","2017-05-29 18:47:12","2381"
"A39VDI1CVOMMIN","sp_v2","3YMU66OBIN9FJ3QUYKF5AWCT8GXHG2","0","1","0","0","0","25","1","5","57","405","0","33","2017-05-29 18:47:12","2382"
"A2H6RIWM50KWA4","sp_v2","3DUZQ9U6SMPNR9U5Y9QQEBM5462VSQ","1","1","1","1","1","15","0","15","40","278","1","-24","2017-05-29 18:47:12","2383"
"AVU1N78F92K93","sp_v2","30H4UDGLT2J7OUK4S0L5WAYHQTJPMN","1","1","0","1","0","2","0","2","93","4193","1","2","2017-05-29 18:47:13","2384"
"AFQKLIYNCVZTL","sp_v2","36ZN444YTRZ37BICSLAYFHMAZF3OIP","0","0","0","1","0","9","0","9","94","747","0","-4","2017-05-29 18:47:13","2385"
"A1QEQOI98976S0","sp_v2","3F6HPJW4JD171ZDCU4GG9VSFDL5W2Y","0","0","1","1","0","17","0","17","91","1316","0","-9","2017-05-29 18:47:13","2386"
"AT0WMOSQM54F2","sp_v2","3U5JL4WY5KAWTDXP8NVQ4T3K6184XW","0","1","0","1","0","10","0","10","100","1244","0","0","2017-05-29 18:47:13","2387"
"A1H198MRIM37T1","sp_v2","3QRYMNZ7FYIBY4YBLI9PEZOEKMETNW","1","1","0","1","0","5","0","5","88","1492","1","12","2017-05-29 18:47:13","2388"
"A3MMOZDMBZ8K42
","sp_v2","32Q90QCQ1SM81FVBYASENL79NHMEKM","0","0","1","1","0","15","0","15","100","3907","0","0","2017-05-29 18:47:13","2389"
"AZHHZWD7V6TNA","sp_v2","3RJSC4XJ10V6S6VEJGPT07MNWQI507","1","1","0","1","0","10","0","10","78","292","1","22","2017-05-29 18:47:13","2390"
"AGDJB8B8CDZ71","sp_v2","3GU1KF0O4I2B53G71BVWIUNNEUFBPK","1","1","0","0","0","26","1","6","97","311","0","-2","2017-05-29 18:47:13","2391"
"A8KX1HFH8NE2Q","sp_v2","3WMINLGALB4NS42BQS9U3J4AXTGACB","0","1","1","1","0","10","0","10","100","1770","0","0","2017-05-29 18:47:13","2392"
"A1ANG01DQJZCUZ","sp_v2","384PI804XS27Y8TPVC21TIWFAAPS0V","1","0","1","1","1","6","0","6","81","350","1","-17","2017-05-29 18:47:13","2393"
"A12VU5YSHGQH2V","sp_v2","3TS1AR6UQQFCCEONARNB1YNNTY27FS","1","0","1","1","0","17","0","17","68","145","1","-10","2017-05-29 18:47:13","2394"
"A39Q4SNT7SRK94","sp_v2","32KTQ2V7RDGMW74XBBP8AKY2LP1M9P","1","0","1","0","0","26","1","6","97","553","0","-3","2017-05-29 18:47:14","2395"
"A3Q6O47Z0YRJL1","sp_v2","3S96KQ6I9M52CS7YWOVMIUCK6ICTDE","0","1","1","1","0","13","0","13","100","559","0","0","2017-05-29 18:47:14","2396"
"A67BK7ZFFRV8G","sp_v2","3QXNC7EIPIWPTTXQM62ACNRPIM109T","1","0","1","1","1","15","0","15","64","404","1","-24","2017-05-29 18:47:14","2397"
"A19L8SNH73AX1Z
","sp_v2","39ZSFO5CA8XUFRMF6P77QOTZUGGJU9","0","1","1","1","1","7","0","7","86","3173","1","-28","2017-05-29 18:47:14","2398"
"A2N4DD7IS7EI2D","sp_v2","3C8HJ7UOP7V12YMAF9J7N80V0SQZMI","0","1","0","1","0","13","0","13","92","415","0","-12","2017-05-29 18:47:14","2399"
"A2HHWFGVV9UUC5","sp_v2","3WOKGM4L71HS0G1WOVLS9DMEDLMO0U","1","0","1","1","1","14","0","14","55","513","1","-45","2017-05-29 18:47:15","2400"
"A35SC4D5YNJGOW","sp_v2","3SITXWYCNVAGECIYN25DC79QGTOXBU","1","1","0","1","1","14","0","14","64","366","1","6","2017-05-29 18:47:15","2401"
"A2EJLKLPXT8GDI","sp_v2","345LHZDEDXTJUDKQ34FKAHCAYJUU38","1","0","1","1","1","3","0","3","90","521","1","-8","2017-05-29 18:47:15","2402"
"A1B5KIQ8JLR2F7
","sp_v2","3HVVDCPGTET5A32PSKI0VFMLO6ITYM","1","0","1","1","0","3","0","3","96","16521","1","4","2017-05-29 18:47:15","2403"
"ATUY1BTU5BQDE","sp_v2","34PGFRQONOC77VBK1PM88CEWFWRJW8","0","0","0","1","0","0","0","0","100","2948","0","0","2017-05-29 18:47:15","2404"
"A3BGIK3STL9345","sp_v2","31JLPPHS2UVOH80T7I3BBBKLGX6O3P","0","0","0","0","0","21","1","1","79","501","0","16","2017-05-29 18:47:15","2405"
